layer,file,class_name,parents,module_doc_first_line,class_doc_first_line
L2,tasks/baseline/L2/openfold3_template_embedder.py,TemplatePairStack,nn.Module,Template embedder for AlphaFold3 (Algorithm 16).,Template pair stack.
L2,tasks/baseline/L2/openfold3_template_embedder.py,TemplateEmbedder,nn.Module,Template embedder for AlphaFold3 (Algorithm 16).,AF3 Algorithm 16: Template embedder.
L2,tasks/baseline/L2/parallel_embedding.py,VocabParallelEmbedding,nn.Module,TP-aware embedding and LM head (L2 operators).,
L2,tasks/baseline/L2/parallel_embedding.py,ParallelLMHead,VocabParallelEmbedding,TP-aware embedding and LM head (L2 operators).,
L2,tasks/baseline/L2/parallel_linear.py,ColumnParallelLinear,nn.Module,TP-aware linear layers (L2 operators).,Splits output dim across TP ranks.
L2,tasks/baseline/L2/parallel_linear.py,MergedColumnParallelLinear,nn.Module,TP-aware linear layers (L2 operators).,"gate_proj + up_proj merged into one linear, sharded across TP."
L2,tasks/baseline/L2/parallel_linear.py,QKVParallelLinear,nn.Module,TP-aware linear layers (L2 operators).,"Q, K, V projections merged and sharded across TP."
L2,tasks/baseline/L2/parallel_linear.py,ReplicatedLinear,nn.Module,TP-aware linear layers (L2 operators).,"Full weight replicated on every TP rank (no sharding, no all-reduce)."
L2,tasks/baseline/L2/parallel_linear.py,RowParallelLinear,nn.Module,TP-aware linear layers (L2 operators).,"Splits input dim across TP ranks, all-reduces output."
L2,tasks/baseline/L2/pi0_action_embed.py,Pi0ActionTimeEmbedding,nn.Module,Pi0 action-time embedding (L2 composite).,Embed state + noisy actions + flow timestep for the Pi0 action expert.
L2,tasks/baseline/L2/pointtransformerv3_layers.py,Point,Dict,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,PointModule,nn.Module,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,PointSequential,PointModule,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,PDNorm,PointModule,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,RPE,nn.Module,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,SerializedAttention,PointModule,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,MLP,nn.Module,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,Block,PointModule,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,SerializedPooling,PointModule,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,SerializedUnpooling,PointModule,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/pointtransformerv3_layers.py,Embedding,PointModule,PointTransformerV3 detached layers.,
L2,tasks/baseline/L2/qwen3_moe.py,Qwen3MoE,nn.Module,Qwen3 Mixture-of-Experts block with fused Triton grouped GEMM.,Qwen3 Mixture-of-Experts with fused Triton grouped GEMM.
L2,tasks/baseline/L2/qwen3_next_attention.py,Qwen3NextAttention,nn.Module,"Qwen3-Next full attention with per-head QK-norm, partial RoPE, output gating, KV cache (L2).","Full attention with per-head QK-norm, partial RoPE, output gating, and KV cache."
L2,tasks/baseline/L2/qwen3_next_gdn_attention.py,_Conv1dWeight,nn.Module,Qwen3-Next Gated Delta Net (GDN) linear attention (L2).,Parameter container for the GDN causal-conv1d kernel.
L2,tasks/baseline/L2/qwen3_next_gdn_attention.py,Qwen3NextGDNAttention,nn.Module,Qwen3-Next Gated Delta Net (GDN) linear attention (L2).,Gated Delta Net linear attention for Qwen3-Next.
L2,tasks/baseline/L2/qwen3_next_moe.py,_ReplicatedLinear,nn.Module,Qwen3-Next MoE: softmax-gated with shared expert and sigmoid shared gate.,Linear layer replicated across TP ranks (no sharding).
L2,tasks/baseline/L2/qwen3_next_moe.py,_SharedExpertMLP,nn.Module,Qwen3-Next MoE: softmax-gated with shared expert and sigmoid shared gate.,SiLU-gated MLP for shared expert.
L2,tasks/baseline/L2/qwen3_next_moe.py,Qwen3NextMoE,nn.Module,Qwen3-Next MoE: softmax-gated with shared expert and sigmoid shared gate.,"MoE with softmax gating, shared expert, and sigmoid shared gate."
L2,tasks/baseline/L2/recsys_mlp.py,RecsysMLP,nn.Module,Shared MLP for recommender models.,
L2,tasks/baseline/L2/retnet_attention.py,MultiScaleRetention,nn.Module,RetNet Multi-Scale Retention attention layer.,
L2,tasks/baseline/L2/rtdetrv2_conv_norm.py,RTDetrV2ConvNormLayer,nn.Module,RTDetrV2 Conv-Norm-Activation layer.,
L2,tasks/baseline/L2/rtdetrv2_csp_rep_layer.py,RTDetrV2CSPRepLayer,nn.Module,RTDetrV2 CSP RepVGG layer.,
L2,tasks/baseline/L2/rtdetrv2_deformable_attention.py,RTDetrV2MultiscaleDeformableAttention,nn.Module,RTDetrV2 multi-scale deformable attention composite module.,
L2,tasks/baseline/L2/rtdetrv2_encoder_layer.py,RTDetrV2EncoderLayer,nn.Module,RTDetrV2 transformer encoder layer.,
L2,tasks/baseline/L2/rtdetrv2_layers.py,RTDetrV2ConvNormLayer,nn.Module,RTDetrV2 shared layers.,
L2,tasks/baseline/L2/rtdetrv2_layers.py,RTDetrV2MultiheadAttention,nn.Module,RTDetrV2 shared layers.,
L2,tasks/baseline/L2/rtdetrv2_layers.py,RTDetrV2EncoderLayer,nn.Module,RTDetrV2 shared layers.,
L2,tasks/baseline/L2/rtdetrv2_layers.py,RTDetrV2RepVggBlock,nn.Module,RTDetrV2 shared layers.,
L2,tasks/baseline/L2/rtdetrv2_layers.py,RTDetrV2CSPRepLayer,nn.Module,RTDetrV2 shared layers.,
L2,tasks/baseline/L2/rtdetrv2_layers.py,RTDetrV2MLPPredictionHead,nn.Module,RTDetrV2 shared layers.,
L2,tasks/baseline/L2/rtdetrv2_mlp_head.py,RTDetrV2MLPPredictionHead,nn.Module,RTDetrV2 MLP prediction head.,
L2,tasks/baseline/L2/rtdetrv2_multihead_attention.py,RTDetrV2MultiheadAttention,nn.Module,RTDetrV2 multi-head self-attention.,
L2,tasks/baseline/L2/rtdetrv2_repvgg_block.py,RTDetrV2RepVggBlock,nn.Module,RTDetrV2 RepVGG block.,
L2,tasks/baseline/L2/rtdetrv2_resnet.py,RTDetrV2ResNetConvLayer,nn.Module,RTDetrV2 ResNet backbone layers.,
L2,tasks/baseline/L2/rtdetrv2_resnet.py,RTDetrV2ResNetEmbeddings,nn.Module,RTDetrV2 ResNet backbone layers.,
L2,tasks/baseline/L2/rtdetrv2_resnet.py,RTDetrV2ResNetShortcut,nn.Module,RTDetrV2 ResNet backbone layers.,
L2,tasks/baseline/L2/rtdetrv2_resnet.py,RTDetrV2ResNetBasicLayer,nn.Module,RTDetrV2 ResNet backbone layers.,
L2,tasks/baseline/L2/rtdetrv2_resnet.py,RTDetrV2ResNetBottleNeckLayer,nn.Module,RTDetrV2 ResNet backbone layers.,
L2,tasks/baseline/L2/rtdetrv2_resnet.py,RTDetrV2ResNetStage,nn.Module,RTDetrV2 ResNet backbone layers.,
L2,tasks/baseline/L2/rwkv7_attention.py,LoRA,nn.Module,RWKV7 attention layer.,Low-rank adapter: Linear -> activation -> Linear.
L2,tasks/baseline/L2/rwkv7_attention.py,RWKV7Attention,nn.Module,RWKV7 attention layer.,
L2,tasks/baseline/L2/rwkv7_ffn.py,RWKV7FeedForward,nn.Module,RWKV7 feed-forward network: token-shift + key -> sqrelu -> value.,
L2,tasks/baseline/L2/sam3_cross_attention.py,Sam3CrossAttention,nn.Module,Cross-attention module for SAM3 encoder and decoder layers.,Multi-head cross-attention for SAM3.
L2,tasks/baseline/L2/sam3_fpn_conv.py,Sam3FPNConvStage,nn.Module,FPN convolution stage for SAM3 neck.,Single FPN scale stage for SAM3 neck.
L2,tasks/baseline/L2/sam3_mask_predictor.py,Sam3MaskPredictor,nn.Module,Mask prediction MLP for SAM3 segmentation head.,Predicts segmentation masks from object queries and pixel embeddings.
L2,tasks/baseline/L2/sam3_memory_encoder.py,SimpleMaskDownSampler,nn.Module,Memory encoder for SAM3 tracker.,Progressively downsample a mask by total_stride using strided convs.
L2,tasks/baseline/L2/sam3_memory_encoder.py,CXBlock,nn.Module,Memory encoder for SAM3 tracker.,ConvNeXt block: DwConv -> LN -> Linear -> GELU -> Linear + residual.
L2,tasks/baseline/L2/sam3_memory_encoder.py,SimpleFuser,nn.Module,Memory encoder for SAM3 tracker.,Stack of CXBlocks for fusing mask + pixel features.
L2,tasks/baseline/L2/sam3_memory_encoder.py,PositionEmbeddingSine,nn.Module,Memory encoder for SAM3 tracker.,Sinusoidal 2D position encoding for memory features.
L2,tasks/baseline/L2/sam3_memory_encoder.py,Sam3MemoryEncoder,nn.Module,Memory encoder for SAM3 tracker.,"Memory encoder: fuse pixel features + mask features, project to 64-D."
L2,tasks/baseline/L2/sam3_prompt_encoder.py,LayerNorm2d,nn.Module,SAM Prompt Encoder for SAM3 tracker.,
L2,tasks/baseline/L2/sam3_prompt_encoder.py,PositionEmbeddingRandom,nn.Module,SAM Prompt Encoder for SAM3 tracker.,Positional encoding using random spatial frequencies.
L2,tasks/baseline/L2/sam3_prompt_encoder.py,Sam3PromptEncoder,nn.Module,SAM Prompt Encoder for SAM3 tracker.,"SAM prompt encoder for points, boxes, and masks."
L2,tasks/baseline/L2/sam3_text_attention.py,Sam3TextAttentionBlock,nn.Module,Text encoder residual attention block for SAM3.,Residual attention block for SAM3 text encoder.
L2,tasks/baseline/L2/sam3_vit_attention.py,Sam3ViTAttention,nn.Module,ViT-Det windowed/global multi-head attention for SAM3.,Multi-head attention for SAM3 ViT with optional 2D RoPE.
L2,tasks/baseline/L2/sam3_vit_mlp.py,Sam3ViTMLP,nn.Module,ViT MLP block for SAM3.,Two-layer MLP with GELU activation for SAM3 ViT blocks.
L2,tasks/baseline/L2/sdxl_attention.py,SDXLAttention,nn.Module,Multi-head attention for SDXL UNet spatial transformers.,Multi-head attention with Q/K/V projections.
L2,tasks/baseline/L2/sdxl_downsample.py,Downsample2D,nn.Module,Downsample2D for SDXL UNet — stride-2 Conv2d spatial downsampling.,Spatial downsampling via stride-2 convolution.
L2,tasks/baseline/L2/sdxl_feedforward.py,FeedForward,nn.Module,FeedForward network with GEGLU activation for SDXL.,GEGLU feed-forward network.
L2,tasks/baseline/L2/sdxl_resnet.py,ResnetBlock2D,nn.Module,ResnetBlock2D for SDXL UNet.,Residual block with time-embedding injection.
L2,tasks/baseline/L2/sdxl_time_embedding.py,TextTimeEmbedding,nn.Module,SDXL time + text_time micro-conditioning embedding (L2 composite).,Projects concatenated (time_ids_sinusoidal + pooled_text_embeds) to time_embed_dim.
L2,tasks/baseline/L2/sdxl_upsample.py,Upsample2D,nn.Module,Upsample2D for SDXL UNet — nearest-neighbor 2x interpolation + Conv2d.,Spatial upsampling via 2x nearest interpolation + convolution.
L2,tasks/baseline/L2/shared_expert_moe.py,_TPSwiGLUMLP,nn.Module,Mixture-of-Experts with optional shared expert (L2).,"SwiGLU MLP sharded along TP (gate_up + down projections, SiLU-and-Mul)."
L2,tasks/baseline/L2/shared_expert_moe.py,SharedExpertMoE,nn.Module,Mixture-of-Experts with optional shared expert (L2).,Configurable MoE with optional shared expert.
L2,tasks/baseline/L2/siglip_attention.py,SigLIPAttention,nn.Module,SigLIP vision encoder attention (L2 composite).,Multi-head attention for SigLIP vision encoder.
L2,tasks/baseline/L2/siglip_mlp.py,SigLIPMLP,nn.Module,SigLIP vision encoder MLP (L2 composite).,
L2,tasks/baseline/L2/sparse_attn_indexer.py,SparseAttnIndexer,nn.Module,DSA (DeepSeek Sparse Attention) indexer.,DSA sparse attention indexer.
L2,tasks/baseline/L2/swiglu_mlp.py,SwiGLUMlp,nn.Module,SwiGLU MLP (L2).,SwiGLU MLP with separate gate and value projections.
L2,tasks/baseline/L2/swinv2_patch_merging.py,SwinV2PatchMerging,nn.Module,SwinV2 patch merging layer (L2).,Patch merging layer for SwinV2 inter-stage downsampling.
L2,tasks/baseline/L2/swinv2_window_attention.py,SwinV2WindowAttention,nn.Module,SwinV2 window-based multi-head self-attention with cosine attention,Window-based multi-head self-attention with cosine attention and CPB.
L2,tasks/baseline/L2/t5_attention.py,T5SelfAttention,nn.Module,T5 self-attention with TP-aware QKV projection and relative position bias (L2).,
L2,tasks/baseline/L2/t5_dense.py,NewGELUActivation,nn.Module,T5 feed-forward dense layers with TP sharding (L2).,GELU approximation matching HuggingFace's NewGELUActivation exactly.
L2,tasks/baseline/L2/t5_dense.py,T5DenseGatedActDense,nn.Module,T5 feed-forward dense layers with TP sharding (L2).,
L2,tasks/baseline/L2/t5_dense.py,T5DenseActDense,nn.Module,T5 feed-forward dense layers with TP sharding (L2).,
L2,tasks/baseline/L2/timestep_embedding.py,Timesteps,nn.Module,Timestep and text projection embeddings for diffusion models (L2 composite).,Wraps get_timestep_embedding as an nn.Module.
L2,tasks/baseline/L2/timestep_embedding.py,TimestepEmbedding,nn.Module,Timestep and text projection embeddings for diffusion models (L2 composite).,Two-layer MLP that projects sinusoidal timestep encodings.
L2,tasks/baseline/L2/timestep_embedding.py,CombinedTimestepTextProjEmbeddings,nn.Module,Timestep and text projection embeddings for diffusion models (L2 composite).,Combines sinusoidal timestep encoding with pooled text projection.
L2,tasks/baseline/L2/timestep_embedding.py,CombinedTimestepGuidanceTextProjEmbeddings,nn.Module,Timestep and text projection embeddings for diffusion models (L2 composite).,Combines sinusoidal timestep + guidance encoding with pooled text projection.
L2,tasks/baseline/L2/ttt_e2e_block.py,TTTE2EBlock,nn.Module,TTT-E2E transformer block (L2).,
L2,tasks/baseline/L2/ttt_e2e_swa.py,TTTE2ESWA,nn.Module,TTT-E2E sliding-window attention (L2).,Sliding-window attention with prefix and suffix-chunked KV-cache paths.
L2,tasks/baseline/L2/ttt_e2e_swiglu.py,TTTE2ESwiGLU,nn.Module,TTT-E2E SwiGLU MLP (L2).,
L2,tasks/baseline/L2/vision_attention.py,VisionAttention,nn.Module,Encoder-only attention for Qwen vision transformer blocks.,Multi-head attention for vision encoder (Qwen2-VL / Qwen2.5-VL / Qwen3-VL).
L2,tasks/baseline/L2/vision_mlp.py,VisionMLP,nn.Module,Vision MLP for Qwen vision transformer blocks.,Vision encoder MLP with configurable activation.
L2,tasks/baseline/L2/vision_patch_embed.py,VisionPatchEmbed,nn.Module,Vision patch embedding for Qwen VL models.,
L2,tasks/baseline/L2/vision_patch_merger.py,VisionPatchMerger,nn.Module,Patch merger for Qwen vision encoders.,"Patch merger: norm -> flatten -> MLP(fc1, GELU, fc2)."
L2,tasks/baseline/L2/vision_pos_embed_interpolate.py,VisionPosEmbedInterpolate,nn.Module,Bilinear interpolation of learned 2D position embeddings (Qwen3-VL).,
L2,tasks/baseline/L2/vit_encoder_attention.py,VitEncoderAttention,nn.Module,Standard ViT multi-head self-attention (L2).,Standard multi-head self-attention with fused QKV.
L2,tasks/baseline/L2/vit_encoder_mlp.py,VitEncoderMlp,nn.Module,Standard ViT MLP (L2).,Standard two-layer MLP.
L2,tasks/baseline/L2/vjepa2_attention.py,VJEPA2RopeAttention,nn.Module,V-JEPA 2 attention blocks.,
L2,tasks/baseline/L2/vjepa2_attention.py,VJEPA2PoolerSelfAttention,nn.Module,V-JEPA 2 attention blocks.,
L2,tasks/baseline/L2/vjepa2_attention.py,VJEPA2PoolerCrossAttention,nn.Module,V-JEPA 2 attention blocks.,
L2,tasks/baseline/L2/vjepa2_embeddings.py,VJEPA2PatchEmbeddings3D,nn.Module,V-JEPA 2 patch embeddings.,Tubelet patch embedding.
L2,tasks/baseline/L2/vjepa2_embeddings.py,VJEPA2Embeddings,nn.Module,V-JEPA 2 patch embeddings.,Video-to-patch embedding wrapper.
L2,tasks/baseline/L2/vjepa2_mlp.py,VJEPA2MLP,nn.Module,V-JEPA 2 MLP.,
L2,tasks/baseline/L2/vllm_fused_experts.py,VllmFusedExperts,nn.Module,DeepSeek-only fused MoE experts mirroring vLLM's ``fused_experts_impl``.,DeepSeek-only Triton MoE that mirrors vLLM's ``fused_experts_impl``.
L2,tasks/baseline/L2/whisper_attention.py,WhisperEncoderSelfAttention,nn.Module,"Whisper attention variants: encoder self-attention, decoder self-attention,",Bidirectional self-attention for the Whisper encoder.
L2,tasks/baseline/L2/whisper_attention.py,WhisperDecoderSelfAttention,nn.Module,"Whisper attention variants: encoder self-attention, decoder self-attention,",Causal self-attention for the Whisper decoder with paged KV cache.
L2,tasks/baseline/L2/whisper_attention.py,WhisperCrossAttention,nn.Module,"Whisper attention variants: encoder self-attention, decoder self-attention,",Decoder cross-attention with paged KV cache.
L2,tasks/baseline/L2/whisper_mlp.py,WhisperMLP,nn.Module,Whisper MLP block: fc1 -> activation -> fc2.,
L2,tasks/baseline/L2/xlm_roberta_embeddings.py,XLMRobertaEmbeddings,EncoderEmbeddingsBase,XLM-RoBERTa embedding stack.,
L2,tasks/baseline/L2/yolov10_attention.py,YOLOAttention,nn.Module,YOLOv10 spatial attention block.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOConv,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOBottleneck,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOC2f,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOSPPF,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOAttention,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOPSA,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOSCDown,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLORepVGGDW,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOCIB,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOC2fCIB,YOLOC2f,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_blocks.py,YOLOConcat,nn.Module,Native YOLOv10 building blocks.,
L2,tasks/baseline/L2/yolov10_bottleneck.py,YOLOBottleneck,nn.Module,YOLOv10 bottleneck block.,
L2,tasks/baseline/L2/yolov10_c2f.py,YOLOC2f,nn.Module,YOLOv10 C2f and C2fCIB blocks.,
L2,tasks/baseline/L2/yolov10_c2f.py,YOLOC2fCIB,YOLOC2f,YOLOv10 C2f and C2fCIB blocks.,
L2,tasks/baseline/L2/yolov10_cib.py,YOLOCIB,nn.Module,YOLOv10 CIB (Compact Inverted Block).,
L2,tasks/baseline/L2/yolov10_concat.py,YOLOConcat,nn.Module,YOLOv10 tensor concatenation op.,
L2,tasks/baseline/L2/yolov10_conv.py,YOLOConv,nn.Module,YOLOv10 Conv-BN-Act building block.,
L2,tasks/baseline/L2/yolov10_dfl.py,YOLODFL,nn.Module,YOLOv10 Distribution Focal Loss layer.,
L2,tasks/baseline/L2/yolov10_head.py,YOLODFL,nn.Module,Native YOLOv10 detection head.,
L2,tasks/baseline/L2/yolov10_head.py,YOLOv10DetectHead,nn.Module,Native YOLOv10 detection head.,
L2,tasks/baseline/L2/yolov10_psa.py,YOLOPSA,nn.Module,YOLOv10 PSA (Partial Self-Attention) block.,
L2,tasks/baseline/L2/yolov10_repvggdw.py,YOLORepVGGDW,nn.Module,YOLOv10 RepVGG depthwise block.,
L2,tasks/baseline/L2/yolov10_scdown.py,YOLOSCDown,nn.Module,YOLOv10 SCDown (spatial channel downsampling) block.,
L2,tasks/baseline/L2/yolov10_sppf.py,YOLOSPPF,nn.Module,YOLOv10 Spatial Pyramid Pooling - Fast.,
L3,tasks/baseline/L3/alphafold3_diffusion_module.py,DiffusionModule,nn.Module,Diffusion module for AlphaFold3.,AF3 Algorithm 20: Diffusion module.
L3,tasks/baseline/L3/alphafold3_diffusion_module.py,SampleDiffusion,nn.Module,Diffusion module for AlphaFold3.,AF3 Algorithm 18: Diffusion sampling.
L3,tasks/baseline/L3/alphafold3_diffusion_transformer.py,DiffusionTransformerBlock,nn.Module,Diffusion transformer for AlphaFold3.,AF3 Algorithm 23: Diffusion transformer block.
L3,tasks/baseline/L3/alphafold3_diffusion_transformer.py,DiffusionTransformer,nn.Module,Diffusion transformer for AlphaFold3.,AF3 Algorithm 23: Diffusion transformer stack.
L3,tasks/baseline/L3/alphafold3_heads.py,DistogramHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts inter-residue distance distribution.
L3,tasks/baseline/L3/alphafold3_heads.py,PLDDTHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts per-atom pLDDT confidence (PerResidueLDDTAllAtom).
L3,tasks/baseline/L3/alphafold3_heads.py,PAEHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts Predicted Aligned Error (PAE).
L3,tasks/baseline/L3/alphafold3_heads.py,PDEHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts Predicted Distance Error (PDE).
L3,tasks/baseline/L3/alphafold3_heads.py,ExperimentallyResolvedHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts per-atom experimental resolution confidence.
L3,tasks/baseline/L3/alphafold3_heads.py,PairformerEmbedding,nn.Module,Auxiliary prediction heads for AlphaFold3.,Confidence head PairformerEmbedding.
L3,tasks/baseline/L3/alphafold3_heads.py,AuxiliaryHeads,nn.Module,Auxiliary prediction heads for AlphaFold3.,All auxiliary prediction heads for AF3.
L3,tasks/baseline/L3/alphafold3_msa_module.py,MSAModuleBlock,nn.Module,MSA module for AlphaFold3.,Single block of AF3 Algorithm 8.
L3,tasks/baseline/L3/alphafold3_msa_module.py,MSAModuleStack,nn.Module,MSA module for AlphaFold3.,AF3 Algorithm 8: MSA module stack.
L3,tasks/baseline/L3/alphafold3_pairformer.py,PairFormerBlock,nn.Module,PairFormer stack for AlphaFold3.,Single block of AF3 Algorithm 17.
L3,tasks/baseline/L3/alphafold3_pairformer.py,PairFormerStack,nn.Module,PairFormer stack for AlphaFold3.,AF3 Algorithm 17: PairFormer stack.
L3,tasks/baseline/L3/bert_encoder.py,BertEncoder,nn.Module,BERT encoder stack.,
L3,tasks/baseline/L3/bert_layer.py,BertLayer,nn.Module,BERT encoder layer.,
L3,tasks/baseline/L3/bert_model.py,BertModel,nn.Module,BERT encoder-only model.,
L3,tasks/baseline/L3/bitnet_decoder.py,BitNetDecoderLayer,nn.Module,BitNet decoder layer: pre-norm residual with attention and MLP.,
L3,tasks/baseline/L3/clip_encoder_layer.py,CLIPEncoderLayer,nn.Module,CLIP encoder layer: pre-norm attention + MLP with residual connections (L3).,
L3,tasks/baseline/L3/convnextv2_stage.py,ConvNeXtV2Stage,nn.Module,ConvNeXtV2 stage with optional downsampling.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,RotaryEmbedding,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,FeedForward,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,AdaLayerNormZero,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,AdaLayerNormZero_Final,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,DiTAttention,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,DiTBlock,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,CausalConvPositionEmbedding,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,GRN,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,ConvNeXtV2Block,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,SinusPositionEmbedding,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,TimestepEmbedding,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,InputEmbedding,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,
L3,tasks/baseline/L3/cosyvoice3_dit.py,DiT,nn.Module,CosyVoice3 Diffusion Transformer (DiT) backbone.,Diffusion Transformer backbone for CosyVoice3 flow matching.
L3,tasks/baseline/L3/deepseek_decoder.py,DeepSeekDecoderLayer,nn.Module,DeepSeek V3.2 decoder layer with MLA attention and MoE.,
L3,tasks/baseline/L3/dp3_conditional_unet1d.py,ConditionalUnet1D,nn.Module,DP3 1-D conditional U-Net (denoising network).,1-D U-Net with FiLM conditioning on diffusion-step + global obs cond.
L3,tasks/baseline/L3/efficientnetv2_stage.py,EfficientNetV2Stage,nn.Module,EfficientNetV2 stage.,
L3,tasks/baseline/L3/eva_block.py,EvaBlock,nn.Module,EVA pre-norm transformer block with layer-scale (L3).,EVA transformer block with layer-scale and SwiGLU MLP.
L3,tasks/baseline/L3/flux_transformer_block.py,FluxTransformerBlock,nn.Module,FLUX transformer blocks (L3 composites).,"Dual-stream DiT block: joint attention over text+image, then separate FFNs."
L3,tasks/baseline/L3/flux_transformer_block.py,FluxSingleTransformerBlock,nn.Module,FLUX transformer blocks (L3 composites).,"Single-stream DiT block: text+image concatenated, self-attention + MLP in parallel."
L3,tasks/baseline/L3/gemma4_decoder.py,Gemma4DecoderLayer,nn.Module,Gemma4 decoder layer.,
L3,tasks/baseline/L3/gemma_dense_decoder_layer.py,GemmaMLP,nn.Module,Gemma decoder layer with dense attention (L3 composite).,Gemma MLP with GELUTanh activation (not SiLU like Llama).
L3,tasks/baseline/L3/gemma_dense_decoder_layer.py,GemmaDenseDecoderLayer,nn.Module,Gemma decoder layer with dense attention (L3 composite).,Single Gemma decoder layer with dense KV cache support.
L3,tasks/baseline/L3/gla_decoder.py,GLADecoderLayer,nn.Module,GLA / RetNet decoder layer.,
L3,tasks/baseline/L3/gpt_oss_decoder.py,GptOssDecoderLayer,nn.Module,GPT-OSS decoder layer: attention + MoE with RMSNorm residual connections.,
L3,tasks/baseline/L3/hunyuan_video_token_refiner_block.py,HunyuanVideo15IndividualTokenRefinerBlock,nn.Module,HunyuanVideo-1.5 token refiner blocks (L3 blocks).,
L3,tasks/baseline/L3/hunyuan_video_token_refiner_block.py,HunyuanVideo15IndividualTokenRefiner,nn.Module,HunyuanVideo-1.5 token refiner blocks (L3 blocks).,
L3,tasks/baseline/L3/hunyuan_video_token_refiner_block.py,HunyuanVideo15TokenRefiner,nn.Module,HunyuanVideo-1.5 token refiner blocks (L3 blocks).,
L3,tasks/baseline/L3/hunyuan_video_transformer_block.py,HunyuanVideo15TransformerBlock,nn.Module,HunyuanVideo-1.5 transformer block (L3 composite).,
L3,tasks/baseline/L3/instantngp_renderer.py,InstantNGPRenderer,nn.Module,Thin InstantNGP renderer wrapper over the official pyngp testbed.,
L3,tasks/baseline/L3/jamba_decoder.py,JambaAttentionDecoderLayer,nn.Module,Jamba decoder layer wiring -- mirrors vLLM's JambaAttentionDecoderLayer,
L3,tasks/baseline/L3/jamba_decoder.py,JambaMambaDecoderLayer,nn.Module,Jamba decoder layer wiring -- mirrors vLLM's JambaAttentionDecoderLayer,
