folder,final_status_v11,fp_shard,fp_verdict,fp_rationale,xv1_slice,xv1_verdict,p2_slice,p2_verdict,p2_rationale,p2_hf_evidence,i_personally_read
lasr,partial,7,partial,Conformer-style ASR encoder using Llama-style attention (composable) + ParakeetEncoderConvolutionModule which uses Batch,partial_a,confirm_partial,slice_3,confirm_partial,GLU activation missing + Conformer encoder-rotary attention shape not covered by attention.py.,"lasr/modular_lasr.py:299 — self.norm = nn.BatchNorm1d(config.hidden_size, momentum=config.batch_norm_momentum); lasr/modular_lasr.py:322 — hidden_states = nn.functional.glu(hidden_states, dim=1); lasr",no
layoutlm,composable,7,composable,BERT clone with extra 2D position embeddings (x/y/h/w from bounding boxes summed with token+pos+type embeds). Standard B,,-,,-,,,no
layoutlmv2,unsupported,7,unsupported,LayoutLMv2 pulls a detectron2 visual backbone (FPN-based) and uses additive 1D + 2D relative position bias in self-atten,unsupported,confirm_unsupported,slice_1,confirm_unsupported,"LayoutLMv2 hard-requires detectron2 for its visual backbone (META_ARCH_REGISTRY, FPN). This is an external dep with no k",modeling_layoutlmv2.py:42 — if is_detectron2_available():; modeling_layoutlmv2.py:43 — import detectron2; modeling_layoutlmv2.py:480 — self.cfg = config.get_detectron2_config(); modeling_layoutlmv2.py,no
layoutlmv3,partial,7,partial,LayoutLMv3 uses additive rel_pos + rel_2d_pos attention bias and a CogView softmax variant (subtract max scaled by alpha,partial_b,confirm_partial,slice_3,confirm_partial,Additive 1D+2D relative position bias not implementable by encoder_attention.py without modification.,layoutlmv3/modeling_layoutlmv3.py:267 — attention_scores += (rel_pos + rel_2d_pos) / sqrt(head_size); layoutlmv3/modeling_layoutlmv3.py:269 — attention_scores += rel_pos / sqrt(head_size) — 1D + 2D ad,yes
led,partial,7,unsupported,LED uses Longformer-style sliding-window self-attention (O(N*W)) with global attention on a subset of tokens. The chunke,partial_a,confirm_partial,slice_3,confirm_partial,Sliding-chunks encoder + global-token paths absent from kb-nano.,led/modeling_led.py:90 — class LEDEncoderSelfAttention (Longformer-style sliding-chunks); led/modeling_led.py:163 — attn_scores = self._sliding_chunks_query_key_matmul(...); led/modeling_led.py:298 — ,yes
levit,partial,7,partial,"LeViT uses BatchNorm2d after every Conv2d (LevitConvEmbeddings) and BatchNorm1d after every Linear (MLPLayerWithBN), Har",partial_b,confirm_partial,slice_3,confirm_partial,Learned 2D distance-indexed attention bias + query-subsampling not in any kb-nano attention kernel.,"levit/modeling_levit.py:178 — self.attention_biases = nn.Parameter(zeros(num_heads, num_offsets)) (learned positional bias indexed by 2D distance); levit/modeling_levit.py:208 — attention = q @ k.T * ",yes
lfm2,composable,8,composable,"Decoder-LM with hybrid attention/short-conv layers; all primitives (RMSNorm, RoPE, SwiGLU MLP, GQA attention with q/k La",,-,,-,,,no
lfm2_moe,composable,8,composable,"Lfm2 hybrid LM but with sparse MoE FFN on later layers; uses Qwen2MoeExperts pattern (sigmoid routing, top-k) and standa",composable,confirm_composable,,-,,,no
lfm2_vl,composable,8,composable,Vision-language wrapper around Lfm2 LM and Siglip vision tower; only new compute is a tiny Linear+GELU+Linear projector ,,-,slice_8,confirm_composable,Inherits Llava wrapper + uses lfm2 text + siglip2 vision. Lfm2 uses Mamba-style causal_conv1d (kb-nano has L1/causal_con,configuration_lfm2_vl.py:48 — vision_config['model_type'] = 'siglip2_vision_model'; configuration_lfm2_vl.py:54 — text_config['model_type'] = 'lfm2'; modeling_lfm2.py:300 — class Lfm2ShortConv (Conv1d,no
lightglue,partial,8,unsupported,"Keypoint-matching graph network with depth-confidence early stopping, point-pruning, log-double-softmax assignment, and ",unsupported,downgrade_to_partial,slice_3,confirm_partial,Cross-attention between dual image streams + custom 2D-keypoint rotary not covered.,lightglue/modular_lightglue.py:200 — class LightGlueAttention(LlamaAttention) — del self.rotary_emb (rotary applied externally); lightglue/modular_lightglue.py:183 — LightGluePositionalEncoder: 2D key,no
lighton_ocr,composable,,?,,,-,slice_7,composable,"Mistral3-style multimodal wrapper: Pixtral vision encoder (default vision_config), Qwen3 text LM (default text_config), ",modular_lighton_ocr.py:75 — vision_config defaults to pixtral; modular_lighton_ocr.py:95 — text_config defaults to qwen3; modular_lighton_ocr.py:256 — class LightOnOcrMultiModalProjector(Mistral3Multi,no
lilt,partial,8,partial,BERT-style encoder with a dual text+layout attention stream that sums the attention scores across both streams; no kb-na,partial_a,confirm_partial,slice_3,confirm_partial,Dual-stream cross-augmented attention has no kb-nano analog.,"lilt/modeling_lilt.py:200-208 — separate layout_query/key/value linears for layout stream; lilt/modeling_lilt.py:237-245 — attention_scores = matmul(q,k.T); layout_attention_scores = matmul(layout_q, ",no
llama,kb_nano_l4,8,kb_nano_l4,Standard Llama-3 decoder LM with full kb-nano L4 pipeline at L4/llama.py.,l4,confirm_l4,,-,,,no
llama4,kb_nano_l4,8,kb_nano_l4,Llama-4 Scout MoE with NoPE/temperature tuning and weight-less QK norm; covered by L4/llama4.py.,l4,confirm_l4,,-,,,no
llava,composable,8,composable,Wrapper around an auto-loaded text decoder + auto-loaded vision tower with a 2-layer GELU projector; only own kernel is ,,-,,-,,,no
llava_next,composable,8,composable,LLaVA-Next wraps an auto vision encoder + auto LM with a 2-layer projector; AnyRes patch unpadding is python reshapes. N,,-,,-,,,no
llava_next_video,composable,8,composable,LlavaNext + a temporal video pooling layer (avg pool over time) + 2-layer projector; underlying compute is auto-loaded b,composable,confirm_composable,,-,,,no
llava_onevision,composable,8,composable,LLaVA-OneVision = LlavaNext + AnyRes for video; only own kernel is a 2-layer projector. Auto-loaded backbones supply the,,-,,-,,,no
longcat_flash,partial,,?,,,-,slice_7,partial,DeepseekV3-style MLA attention with extra LoRA scaling factors + sigmoid+correction-bias topk routing + custom MoE that ,modular_longcat_flash.py:97 — class LongcatFlashExperts(nn.Module) — supports zero_expert_num + identity_expert = nn.Identity(); modular_longcat_flash.py:134-135 — if expert_idx >= self.num_routed_exp,no
longformer,partial,8,unsupported,Sliding-chunk local attention with global-attention tokens — bespoke attention pattern requiring custom CUDA-style kerne,partial_b,confirm_partial,slice_3,confirm_partial,Sliding-window chunked + global-token attention not covered.,"longformer/modeling_longformer.py:445 — class LongformerSelfAttention (separate query_global, key_global, value_global linears for global tokens); longformer/modeling_longformer.py:518 — _sliding_chun",yes
longt5,partial,8,unsupported,LongT5 adds Local and TransientGlobal block-sparse attention variants on top of T5 relative-bias attention; no kb-nano k,partial_a,confirm_partial,slice_3,confirm_partial,"Block-local, transient-global, and T5 cross-attention all missing.",longt5/modeling_longt5.py:494 — class LongT5LocalAttention (block_len-local attention with T5 rel-pos bias); longt5/modeling_longt5.py:666 — class LongT5TransientGlobalAttention (block-local + per-blo,yes
luke,composable,8,composable,RoBERTa-style encoder with extra entity stream; LukeSelfAttention is BERT-style QKV + softmax with separate entity Q/K/V,,-,,-,,,no
lw_detr,composable,,?,,,-,slice_7,composable,"Self-contained ViTDet windowed-attention backbone + multiscale deformable decoder; no AutoBackbone. Vision attention, de",modular_lw_detr.py:224 — class LwDetrViTSelfAttention(ViTSelfAttention); modular_lw_detr.py:702 — class LwDetrMultiscaleDeformableAttention(DeformableDetrMultiscaleDeformableAttention); modular_lw_det,yes
lxmert,composable,8,composable,BERT-style cross-modal encoder. Standard QKV attention (LxmertAttention) + cross-attention layers + GeLU MLPs; all primi,,-,,-,,,no
m2m_100,composable,8,composable,"Encoder-decoder MT model with sinusoidal position embed, standard BART-style multi-head attention (self + cross). Maps t",composable,confirm_composable,,-,,,no
mamba,kb_nano_l4,8,kb_nano_l4,Mamba v1 selective SSM LM. Full L4 pipeline at L4/mamba.py; mixer in L2/mamba_mixer.py uses kb-nano causal_conv1d/select,l4,confirm_l4,,-,,,no
mamba2,kb_nano_l4,8,kb_nano_l4,"Mamba2 SSD LM. Full L4 pipeline at L4/mamba2.py; mixer in L2/mamba2_mixer.py uses kb-nano causal_conv1d, mamba_chunk_sca",l4,confirm_l4,,-,,,no
marian,composable,8,composable,Marian MT (BART-style) encoder-decoder; sinusoidal pos embed + standard attention (self/cross). Same family as Whisper a,,-,,-,,,no
markuplm,composable,8,composable,BERT-style encoder with extra XPath embedding; standard self-attention + GELU MLP. All ops map to encoder primitives.,,-,slice_8,confirm_composable,BERT-style encoder + extra XPath embeddings (Embedding + Linear) added to token+pos+token-type. All compute is Linear/Em,"modeling_markuplm.py:45 — class XPathEmbeddings (xpath_unit/xpath_subs_embeddings + Linear projection); modeling_markuplm.py:342 — class MarkupLMSelfAttention (q/k/v Linear, BERT-style); modeling_mark",no
mask2former,partial,,?,,,-,slice_7,unsupported,Pixel encoder is loaded via AutoBackbone (load_backbone) — kb-nano has no AutoBackbone/timm equivalent. Decoder also use,modeling_mask2former.py:26 — from ...backbone_utils import load_backbone; modeling_mask2former.py:1402 — self.encoder = load_backbone(config); modeling_mask2former.py:1585 — self.cross_attn = nn.Multi,yes
maskformer,partial,8,unsupported,"Instance-segmentation model with bespoke FPN pixel decoder, DETR-style decoder, Hungarian matcher, dice/focal losses, an",partial_b,confirm_partial,slice_3,confirm_partial,DETR-style cross-attn with positional injection + AutoBackbone — not faithfully covered.,maskformer/modeling_maskformer.py:48 — from ..auto import AutoBackbone (loads Swin or ResNet backbone); maskformer/modeling_maskformer.py:481 — class MaskFormerDetrDecoderLayer with self_attn + encode,yes
maskformer_swin,partial,8,unsupported,"Original Swin V1 backbone (relative-position-bias window attention with shifted windows, drop-path, patch merging) — kb-",partial_a,confirm_partial,slice_3,confirm_partial,Swin v1 window attention (table lookup rel-pos bias) is structurally different from kb-nano's SwinV2 (cosine + CPB).,maskformer/modeling_maskformer_swin.py:313 — class MaskFormerSwinSelfAttention (Swin v1 window attention with relative-position-bias TABLE LOOKUP); maskformer/modeling_maskformer_swin.py:243 — class M,yes
mbart,composable,8,composable,"BART-style multilingual encoder-decoder. Learned positional embedding, scaled word embedding, standard self/cross attent",,-,,-,,,no
megatron_bert,composable,8,composable,BERT-derivative with Megatron's pre-LayerNorm placement. Standard QKV self-attention + GELU MLP — encoder kernels apply.,composable,confirm_composable,,-,,,no
metaclip_2,composable,,?,,,-,slice_7,composable,Pure CLIP inheritance (CLIPAttention / CLIPMLP / CLIPVisionEmbeddings / CLIPTextEmbeddings / CLIPModel / CLIP*Projection,modular_metaclip_2.py:125 — class MetaClip2Attention(CLIPAttention); modular_metaclip_2.py:129 — class MetaClip2MLP(CLIPMLP); modular_metaclip_2.py:134 — class MetaClip2PreTrainedModel(CLIPPreTrainedM,no
mgp_str,composable,8,partial,Vision Transformer backbone for scene-text recognition with three A3 character/bigram/wordpiece heads. ViT backbone is c,partial_b,confirm_partial,slice_3,promote_to_composable,Vanilla ViT primitives all present (CSV mapping needs correction but coverage is complete).,mgp_str/modeling_mgp_str.py:159 — class MgpstrAttention: vanilla ViT attention (single qkv proj + softmax + matmul); mgp_str/modeling_mgp_str.py:139 — MgpstrMlp: fc1+act+fc2; mgp_str/modeling_mgp_str.,yes
mimi,partial,8,partial,Audio neural codec (encoder + transformer + decoder + residual VQ). The transformer (RoPE + GQA + SwiGLU) maps to kb-nan,partial_a,confirm_partial,slice_3,promote_to_composable,All primitives present after auto-reclassify; codec is composable.,"mimi/modeling_mimi.py:370 — self.conv = nn.ConvTranspose1d(...); mimi/modeling_mimi.py:428,473,478,1155,1165 — nn.ELU() activations throughout encoder/decoder; mimi/modeling_mimi.py:854 — MimiSdpaAtte",yes
minicpmv4_6,composable,8,composable,Vision-language model: SigLIP vision encoder (composable via L2/siglip_*) + a window-attention merger that uses varlen a,,-,,-,,,no
minimax,partial,9,partial,MiniMax interleaves Mixtral-style full attention layers (composable) with MiniMaxLightningAttention - a custom block-wis,partial_b,confirm_partial,slice_3,confirm_partial,Lightning attention block-recurrent kernel not present; not equivalent to retnet/gla.,"minimax/modular_minimax.py:192 — class MiniMaxLightningAttention (block-recurrent linear attention); minimax/modular_minimax.py:208-213 — register_buffer for slope_rate, query_decay, key_decay, diagon",no
minimax_m2,composable,,?,,,-,slice_7,composable,FlexOlmo (Llama-style) attention without bias + Mixtral-derived MoE with sigmoid + e_score_correction_bias topk routing.,modular_minimax_m2.py:113 — class MiniMaxM2TopKRouter(MixtralTopKRouter) — sigmoid + e_score_correction_bias; modular_minimax_m2.py:155 — class MiniMaxM2Attention(FlexOlmoAttention) — bias=False,no
ministral,composable,,?,,,-,slice_7,composable,Qwen2-derived (which is Llama-family) with Mistral-style bias=False on Q/K/V/O and per-layer sliding/full attention. All,modular_ministral.py:83 — class MinistralAttention(Qwen2Attention) — bias=False QKV/O; modular_ministral.py:73 — layer_types = ['sliding_attention' or 'full_attention'] * num_hidden_layers; modeling_m,no
ministral3,composable,,?,,,-,slice_7,composable,Mistral attention augmented with Llama-4-style per-position attention temperature scaling on Q. kb-nano L2/llama4_attent,"modular_ministral3.py:29 — def get_llama_4_attn_scale(positions_ids, beta, max_position_embeddings); modular_ministral3.py:53 — query_states = query_states * get_llama_4_attn_scale(...)",no
mistral,composable,9,composable,"Mistral inherits Llama-family blocks; every leaf compute (Mistral attention with sliding window, SwiGLU MLP, RMSNorm, Ro",,-,,-,,,no
mistral3,partial,9,partial,Mistral3 is Pixtral vision tower + Mistral text via LLaVA wrapping. The Mistral3PatchMerger uses torch.nn.functional.unf,partial_a,confirm_partial,slice_3,promote_to_composable,Pure VLM wiring; primitives covered.,mistral3/modular_mistral3.py:40 — class Mistral3RMSNorm(MistralRMSNorm); mistral3/modular_mistral3.py:44 — class Mistral3PatchMerger uses nn.functional.unfold; mistral3/modular_mistral3.py:122 — class,yes
mistral4,composable,,?,,,-,slice_7,composable,DeepseekV3-style MLA attention (composes to L2/deepseek_mla_attention.py) + DeepseekV3-style grouped-topk MoE (deepseek_,modular_mistral4.py:105 — class Mistral4Attention(DeepseekV3Attention); modular_mistral4.py:81 — class Mistral4MoE(DeepseekV3MoE); modular_mistral4.py:187 — query_states = query_states * get_llama_4_a,no
mixtral,kb_nano_l4,9,kb_nano_l4,"kb-nano has L4/mixtral.py, a Mixtral-8x7B pipeline using shared TP layers with L2/mixtral_moe.py for the MoE block.",l4,confirm_l4,,-,,,no
mlcd,composable,,?,,,-,slice_7,composable,CLIP-Vision encoder with 2D vision RoPE (Qwen2-VL-style apply_rotary_pos_emb_vision) replacing learnable position embedd,"modular_mlcd.py:35 — from ..qwen2_vl.modeling_qwen2_vl import VisionRotaryEmbedding, apply_rotary_pos_emb_vision; modular_mlcd.py:167 — query_states, key_states = apply_rotary_pos_emb_vision(...); mod",no
mllama,partial,9,partial,Llama 3.2-Vision with text+vision towers and gated cross-attention. The vision tower uses tile/aspect-ratio gated embedd,partial_b,confirm_partial,slice_3,confirm_partial,Mllama text cross-attention with q/k RMSNorm + tanh gate has no exact kb-nano analog.,mllama/modeling_mllama.py:385 — class MllamaTextCrossAttention with q_norm/k_norm RMSNorm + tanh-gated cross-attn; mllama/modeling_mllama.py:503 — class MllamaTextSelfAttention (decoder self-attn with,no
mm_grounding_dino,partial,,?,,,-,slice_7,unsupported,"Inherits Grounding DINO conv encoder which calls load_backbone(config) for the (Swin) image backbone, plus loads BERT te",modular_mm_grounding_dino.py:21 — from ...backbone_utils import consolidate_backbone_kwargs_to_config; modular_mm_grounding_dino.py:146 — default_config_type='swin' (vision backbone); modular_mm_groun,yes
mobilebert,composable,9,partial,"MobileBERT uses NoNorm (custom non-normalizing affine layer) gated by config, plus trigram_input embedding using F.pad. ",partial_a,confirm_partial,slice_3,promote_to_composable,Standard BERT-style encoder; NoNorm is trivial affine; primitives covered.,mobilebert/modeling_mobilebert.py:55 — class NoNorm: x * weight + bias (trivial affine); mobilebert/modeling_mobilebert.py:173 — class MobileBertSelfAttention (BERT-style with separate Q/K/V Linears);,yes
mobilenet_v1,composable,9,composable,"Pure CNN: depthwise/pointwise Conv2d + BatchNorm2d + ReLU6 (Conv2d, BatchNorm2d, activation all available in kb-nano L1)",,-,slice_8,confirm_composable,Pure CNN: Conv2d + BatchNorm2d + ReLU6. TF-style asymmetric padding is computed via F.pad (pure PyTorch).,"modeling_mobilenet_v1.py:80 — self.convolution = nn.Conv2d(..., groups=groups, ...); modeling_mobilenet_v1.py:92 — self.normalization = nn.BatchNorm2d(...); modeling_mobilenet_v1.py:104 — self.activat",no
mobilenet_v2,composable,9,composable,MobileNetV2 inverted residual blocks built from Conv2d+BatchNorm2d+ReLU6; kb-nano covers all L1 ops. Optional ASPP/DeepL,composable,confirm_composable,,-,,,no
mobilevit,composable,9,composable,MobileViT mixes MobileNetV2 inverted residuals with a standard Transformer (MHA + LayerNorm + MLP). All compute primitiv,,-,,-,,,no
mobilevitv2,partial,9,partial,MobileViTV2 introduces LinearSelfAttention (single-query softmax + element-wise broadcast) and uses nn.GroupNorm(num_gro,partial_b,confirm_partial,slice_4,confirm_partial,Linear-complexity attention with conv-based qkv projections has no kb-nano equivalent kernel; while constituent ops (rel,"modeling_mobilevitv2.py:195 — class MobileViTV2LinearSelfAttention(nn.Module): linear-complexity self-attn (qkv via 1x1 conv, softmax over patches, key*context, ReLU(value)*context_vector); modeling_m",no
modernbert,partial,9,partial,ModernBERT is encoder-only with RoPE attention + sliding-window attention pattern + GLU MLP. kb-nano L2/encoder_attentio,partial_a,confirm_partial,slice_4,confirm_partial,ModernBERT bidirectional encoder with alternating sliding-window/global layers + RoPE has no kb-nano kernel; encoder_att,"modeling_modernbert.py:230 — class ModernBertAttention(nn.Module): bidirectional encoder attention with RoPE + sliding-window; modeling_modernbert.py:287 — query_states, key_states = apply_rotary_pos_",yes
modernbert_decoder,partial,9,partial,Decoder variant of ModernBert with causal RoPE attention + sliding window + LayerNorm + GLU MLP. The split-QKV attention,partial_b,confirm_partial,slice_4,confirm_partial,"Compute primitives exist (RoPE, sliding flash, gelu_and_mul, LayerNorm) but no kb-nano L2/L3 wrapper for a LayerNorm-bas","modeling_modernbert_decoder.py:233 — class ModernBertDecoderAttention: causal sliding-window with RoPE; modeling_modernbert_decoder.py:282 — query_states, key_states = apply_rotary_pos_emb(query_state",no
modernvbert,partial,9,unsupported,ModernVBert composes a SigLIP vision tower with a ModernBert text encoder via AutoModel.from_config. The ModernBertConne,unsupported,downgrade_to_partial,slice_4,confirm_partial,Depends on ModernBert which is partial; pixel_shuffle and SigLIP vision are composable but the text-side encoder kernel ,modeling_modernvbert.py:202 — class ModernVBertModel: combines SigLIP vision encoder + ModernBert text encoder; modeling_modernvbert.py:106 — class ModernVBertConnector with pixel_shuffle + linear pro,no
moonshine,partial,9,partial,Moonshine is a Whisper-like encoder-decoder with RoPE applied inside Q/K projections. kb-nano L2/whisper_attention.py do,partial_a,confirm_partial,slice_4,confirm_partial,Whisper-style enc-dec with RoPE + non-power-of-two head_dim padding has no kb-nano kernel.,"modeling_moonshine.py:253 — class MoonshineAttention: enc-dec ASR attention with RoPE + cross-attention; modeling_moonshine.py:339 — query_states, key_states = apply_rotary_pos_emb(query_states, key_s",yes
moonshine_streaming,partial,9,partial,"Moonshine-streaming adds CMVN normalization, asinh compression, causal Conv1d with masked padding, and a unit-offset Lay",partial_b,confirm_partial,slice_4,confirm_partial,"Streaming-specific asinh activation, CMVN, and masked causal-conv1d are not in kb-nano L1 primitives, plus the same RoPE",modeling_moonshine_streaming.py:88 — return torch.asinh(torch.exp(self.log_k) * x); modeling_moonshine_streaming.py:71 — class MoonshineStreamingFrameCMVN (cepstral mean-variance normalization); model,no
moshi,partial,9,partial,Moshi (audio LLM) introduces MoshiFlexibleLinear (per-codebook stacked weights with index_select+matmul) and MoshiGating,partial_a,confirm_partial,slice_4,confirm_partial,Codebook-indexed flexible linear used throughout decoder is unique to multi-codebook audio LMs; no kb-nano equivalent ke,"modeling_moshi.py:211 — class MoshiFlexibleLinear: per-codebook stacked linear weights, indexed by layer_idx; modeling_moshi.py:237 — selected_weights = torch.index_select(self.weight, 0, layer_idx); ",no
mpnet,partial,9,partial,MPNet uses BERT-like encoder attention but adds T5-style learned relative position bias (added to attention scores). kb-,partial_b,confirm_partial,slice_4,confirm_partial,MPNet adds T5-style relative position bias to bidirectional encoder attention; no kb-nano kernel supports this combinati,"modeling_mpnet.py:116 — class MPNetSelfAttention with relative position_bias added to attention scores; modeling_mpnet.py:151 — attention_scores = torch.matmul(q, k.transpose(-1, -2)) / sqrt(d); model",no
mpt,partial,9,partial,MPT uses ALiBi additive position bias on attention scores. kb-nano flash_attn_* and dense_attention do not support alibi,partial_a,confirm_partial,slice_4,confirm_partial,MPT uses ALiBi positional bias instead of RoPE; kb-nano has no ALiBi kernel and no MPT-style attention pipeline.,modeling_mpt.py:65 — class MptAttention: causal LM attention with ALiBi bias; modeling_mpt.py:121 — attention_scores = attention_scores + position_bias (ALiBi slopes per head); modeling_mpt.py:97 — cl,no
mra,unsupported,9,unsupported,MRA uses a custom CUDA kernel (kernels-community 'mra' op) loaded via load_cuda_kernels for sparse multi-resolution atte,unsupported,confirm_unsupported,slice_1,confirm_unsupported,MRA depends on the kernels-community/mra CUDA library with custom autograd. No kb-nano kernel matches the block-sparse h,"modeling_mra.py:57 — mra_cuda_kernel = get_kernel(""kernels-community/mra""); modeling_mra.py:82 — max_vals, max_vals_scatter = mra_cuda_kernel.index_max(index_vals, indices, query_num_block, key_num_bl",yes
mt5,partial,9,partial,MT5 is multilingual T5 (encoder-decoder with relative position bias and gated activations). kb-nano L4/t5_encoder.py cov,partial_b,confirm_partial,slice_4,confirm_partial,mT5 enc-dec with T5 relative-bias cross-attention has no kb-nano kernel.,modeling_mt5.py:145 — class MT5Attention: same as T5Attention with relative_attention_bias bucket logic; modeling_mt5.py:374 — class MT5LayerCrossAttention; modeling_mt5.py:406 — class MT5Block: encod,no
musicflamingo,partial,,?,,,-,slice_7,composable,AudioFlamingo3 wrapper (Whisper-derived audio encoder + multi-modal projector + Qwen2 LM) with a custom MusicFlamingoRot [v12: demoted to partial — partial-rotary consistency],modular_musicflamingo.py:29-33 — inherits AudioFlamingo3Config / AudioFlamingo3ForConditionalGeneration; modular_musicflamingo.py:202 — class MusicFlamingoRotaryEmbedding(MoonshineRotaryEmbedding); mo,no
musicgen,partial,9,partial,Musicgen is a BART/Whisper-style encoder-decoder text-to-music LLM with sinusoidal positional embeddings and cross-atten,partial_a,confirm_partial,slice_4,confirm_partial,Standard sinusoidal positional embedding kernel + multi-codebook BART decoder pattern not implemented.,modeling_musicgen.py:106 — class MusicgenSinusoidalPositionalEmbedding (standard sin/cos by position); modeling_musicgen.py:179 — class MusicgenAttention: BART-style enc-dec with self+cross; modeling_,no
musicgen_melody,partial,9,partial,"Same architecture family as Musicgen (BART-style decoder + per-codebook embeddings + sinusoidal pos), with melody condit",partial_b,confirm_partial,slice_4,confirm_partial,Same gaps as musicgen plus melody chroma conditioning; no kb-nano sinusoidal pos-embedding L1 op.,modeling_musicgen_melody.py:112 — class MusicgenMelodySinusoidalPositionalEmbedding; modeling_musicgen_melody.py:187 — class MusicgenMelodyAttention (BART-style); modeling_musicgen_melody.py:299 — cla,no
mvp,partial,9,partial,MVP is BART-style encoder-decoder with optional learned prompt tokens prepended to K/V inside attention. The base attent,partial_a,confirm_partial,slice_4,confirm_partial,MVP injects per-layer attention prompts (prefix-tuning); no kb-nano kernel supports this prefix-K/V augmentation pattern,modeling_mvp.py:90 — class MvpAttention with attn_prompt parameter; modeling_mvp.py:128 — attn_prompt: torch.Tensor | None = None (prefix-tuning prompts injected as KV prefix); modeling_mvp.py:431 — c,no
nanochat,partial,9,partial,"NanoChat uses Llama4TextL2Norm (L2-normalize without learnable weight) as its norm, a CLIP-style 2-layer MLP (fc1->act->",partial_b,confirm_partial,slice_4,confirm_partial,RoPE-then-QK-norm ordering (reverse of Qwen3) and fc1->act->fc2 decoder MLP are not directly supported by kb-nano L2 wra,"modeling_nanochat.py:241 — query_states, key_states = apply_rotary_pos_emb(...); modeling_nanochat.py:243 — # RoPE -> Norm (instead of usual Norm -> RoPE); modeling_nanochat.py:244 — query_states = se",no
nemotron,partial,9,partial,"Nemotron uses NemotronLayerNorm1P (LayerNorm with weight+1 trick), partial RoPE (rotates only first rot_dim of head_dim ",partial_a,confirm_partial,slice_4,confirm_partial,"LayerNorm1P (weight+1), partial RoPE, and non-gated squared_relu decoder MLP have no direct kb-nano wrappers.","modeling_nemotron.py:64 — class NemotronLayerNorm1P (LayerNorm with weight+1 bias); modeling_nemotron.py:79 — return F.layer_norm(input, normalized_shape, self.weight + 1, self.bias, eps); modeling_ne",no
nemotron_h,partial,9,partial,Nemotron-H is a hybrid Mamba2 + attention + MoE LLM. Mamba2 mixer maps to L2/mamba2_mixer.py; attention inherits Jamba (,partial_b,confirm_partial,slice_4,confirm_partial,Non-gated MoE experts + latent-projection MoE block has no kb-nano kernel; mamba and attention parts are composable but ,"modular_nemotron_h.py:121 — class NemotronHExperts: non-gated up_proj/down_proj experts; modular_nemotron_h.py:169 — current_hidden_states = F.linear(current_state, self.up_proj[expert_idx]); act -> l",no
nllb_moe,partial,9,partial,"NLLB-MoE is a BART-style encoder-decoder with a custom Top2Router (capacity-based with batch-prioritized routing, token ",partial_a,confirm_partial,slice_4,confirm_partial,Translation-style top-2 MoE with non-gated experts + standard sinusoidal pos embedding + BART enc-dec is not covered.,modeling_nllb_moe.py:63 — class NllbMoeSinusoidalPositionalEmbedding (standard sin/cos pos); modeling_nllb_moe.py:165 — class NllbMoeTop2Router (top-2 sparse routing for translation MoE); modeling_nll,no
nomic_bert,composable,10,composable,BERT-style encoder + RoPE + SwiGLU MLP (GemmaMLP) inheriting JinaEmbeddingsV3 layer; all primitives map to encoder_atten,,-,,-,,,no
nystromformer,partial,10,unsupported,Nystromformer's self-attention is a custom Nystrom approximation requiring iterative pseudo-inverse computation and dept,unsupported,downgrade_to_partial,slice_4,confirm_partial,Bespoke Nystrom landmark attention with iterative pseudo-inverse has no kb-nano equivalent.,modeling_nystromformer.py:102 — class NystromformerSelfAttention: landmark-based linear-time approximation; modeling_nystromformer.py:141 — def iterative_inv: 6-iteration Newton-Schulz Moore-Penrose i,yes
olmo,partial,10,partial,OLMo is Llama-style (LlamaAttention + LlamaMLP + RoPE) but with parameterless LayerNorm and per-projection clip_qkv (cla,partial_b,confirm_partial,slice_4,confirm_partial,OLMo's clip_qkv clamping is not parameterized in L2/attention.py; non-affine LayerNorm could be used via existing L1/lay,"modeling_olmo.py:49 — class OlmoLayerNorm: LayerNorm but with no learnable weight or bias; modeling_olmo.py:58 — F.layer_norm(input.float(), shape, None, None, eps=1e-5) (forced fp32, no affine); mode",yes
olmo2,composable,10,composable,OLMo2 = OLMo + RMSNorm everywhere + full-width q_norm/k_norm + post-norm placement. No clip_qkv. All primitives (RMSNorm,,-,,-,,,no
olmo3,composable,10,composable,"OLMo3 = OLMo2 + sliding window attention (every 4th layer is full, others sliding); kb-nano L2/attention.py supports sli",composable,confirm_composable,,-,,,no
olmo_hybrid,composable,10,composable,Hybrid Llama + GatedDeltaNet linear attention (Qwen3-Next family) with optional NoPE. All compute kernels exist (CausalC,,-,slice_8,confirm_composable,Qwen3-Next style hybrid: standard attention layers interleaved with GatedDeltaNet linear-attention layers. kb-nano has L,"modular_olmo_hybrid.py:362 — class OlmoHybridAttention(Olmo3Attention); modular_olmo_hybrid.py:447 — class OlmoHybridGatedDeltaNet (causal_conv1d, gated delta rule); modular_olmo_hybrid.py:294 — class",no
