hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
deepseek_vl,deepseek_vl/modeling_deepseek_vl.py,DeepseekVLForConditionalGeneration;DeepseekVLModel;DeepseekVLPreTrainedModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;silu->tasks/baseline/L1/silu.py:SiLU,,deepseek_vl/modeling_deepseek_vl.py:110,DeepSeek-VL (SigLIP vision tower + Llama-like text). Standard VLM primitives. modular_deepseek_vl.py exists.
deepseek_vl_hybrid,deepseek_vl_hybrid/modeling_deepseek_vl_hybrid.py,DeepseekVLHybridForConditionalGeneration;DeepseekVLHybridModel;DeepseekVLHybridPreTrainedModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;silu->tasks/baseline/L1/silu.py:SiLU,,deepseek_vl_hybrid/modeling_deepseek_vl_hybrid.py:206;deepseek_vl_hybrid/modeling_deepseek_vl_hybrid.py:157,DeepSeek-VL hybrid (SigLIP+SAM dual vision towers + Llama text). Standard primitives. modular_deepseek_vl_hybrid.py exists.
deimv2,deimv2/modeling_deimv2.py,Deimv2Decoder;Deimv2ForObjectDetection;Deimv2HybridEncoder;Deimv2LiteEncoder;Deimv2Model;Deimv2PreTrainedModel,detection,encoder-decoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;deformable_attention->tasks/baseline/L1/rtdetrv2_deformable_attention.py:MultiScaleDeformableAttentionV2;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;silu->tasks/baseline/L1/silu.py:SiLU,adaptive_avg_pool_2d (HGNetv2 backbone SE-block; no L1 kernel; torch.nn fallback per kb-nano convention),deimv2/modeling_deimv2.py:224;deimv2/modeling_deimv2.py:259;deimv2/modeling_deimv2.py:325,DEIM-v2 detection model (RT-DETR-v2 family). multi_scale_deformable_attention_v2 helper at line 224 → kb-nano L1 MultiScaleDeformableAttentionV2 maps directly. Backbone SE-block uses nn.AdaptiveAvgPool2d — partial via torch.nn convention.
deit,deit/modeling_deit.py,DeiTForImageClassification;DeiTForImageClassificationWithTeacher;DeiTForMaskedImageModeling;DeiTModel;DeiTPreTrainedModel,vision,vision-encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU,,deit/modeling_deit.py:211;deit/modeling_deit.py:152;deit/modeling_deit.py:325,"DeiT (Data-efficient ViT) — same primitives as ViT. Includes distillation tokens (extra Parameter, no compute change)."
deprecated,,,none,other,not_inference_required,,,,Wrapper folder containing deprecated submodules; no top-level modeling file.
depth_anything,depth_anything/modeling_depth_anything.py,DepthAnythingForDepthEstimation;DepthAnythingPreTrainedModel,vision,other,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,conv_transpose2d (DPT-style depth-decoder reassemble layer; no L1 kernel; torch.nn fallback),depth_anything/modeling_depth_anything.py:38;depth_anything/modeling_depth_anything.py:34,DepthAnything (DINOv2 backbone + DPT depth head). Reassemble block uses nn.ConvTranspose2d at line 38 — partial via torch.nn fallback per kb-nano convention.
depth_pro,depth_pro/modeling_depth_pro.py,DepthProForDepthEstimation;DepthProModel;DepthProPreTrainedModel,vision,other,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;gelu->tasks/baseline/L1/gelu.py:GELU,conv_transpose2d (multi-scale depth decoder upsampling; no L1 kernel),depth_pro/modeling_depth_pro.py:471;depth_pro/modeling_depth_pro.py:778;depth_pro/modeling_depth_pro.py:973,"Apple Depth Pro (multi-resolution ViT + depth decoder). Multiple nn.ConvTranspose2d at 471, 778, 973 in decoder — partial via torch.nn fallback."
detr,detr/modeling_detr.py,DetrDecoder;DetrEncoder;DetrForObjectDetection;DetrForSegmentation;DetrModel;DetrPreTrainedModel,detection,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;frozen_batch_norm->tasks/baseline/L1/frozen_batch_norm2d.py:FrozenBatchNorm2d;gelu->tasks/baseline/L1/gelu.py:GELU;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,,detr/modeling_detr.py:436;detr/modeling_detr.py:359;detr/modeling_detr.py:731,Original DETR object detection (ResNet backbone + transformer encoder/decoder). Standard primitives. (Note: panoptic-segmentation head uses GN+conv only; no ConvTranspose.)
dia,dia/modeling_dia.py,DiaDecoder;DiaEncoder;DiaForConditionalGeneration;DiaModel;DiaPreTrainedModel,audio,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU,,dia/modeling_dia.py:105;dia/modeling_dia.py:711;dia/modeling_dia.py:312,Dia text-to-speech (Llama-style encoder-decoder). Standard primitives + 2-cache wrapper.
dialogpt,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — uses GPT-2 architecture directly via tokenizer config; no separate modeling file.
diffllama,diffllama/modeling_diffllama.py,DiffLlamaForCausalLM;DiffLlamaForQuestionAnswering;DiffLlamaForSequenceClassification;DiffLlamaForTokenClassification;DiffLlamaModel;DiffLlamaPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU,,diffllama/modeling_diffllama.py:62;diffllama/modeling_diffllama.py:624;diffllama/modeling_diffllama.py:244,Differential Llama: differential attention (subtract two attention heads). Implemented as 2x SDPA + subtract; no missing primitive.
dinat,dinat/modeling_dinat.py,DinatBackbone;DinatForImageClassification;DinatModel;DinatPreTrainedModel,vision,vision-encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU,adaptive_avg_pool_1d (DinatModel head pooler when add_pooling_layer=True; no L1 kernel),dinat/modeling_dinat.py:572;dinat/modeling_dinat.py:258;dinat/modeling_dinat.py:201,Dilated Neighborhood Attention Transformer. NATTEN's neighborhood attention is implemented in HF as a Python loop using gather/window-extraction (pure torch). Pooler uses nn.AdaptiveAvgPool1d (572) — partial.
dinov2,dinov2/modeling_dinov2.py,Dinov2Backbone;Dinov2Encoder;Dinov2ForImageClassification;Dinov2Model;Dinov2PreTrainedModel,vision,vision-encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,,dinov2/modeling_dinov2.py:199;dinov2/modeling_dinov2.py:139;dinov2/modeling_dinov2.py:354,DINOv2 ViT-style self-supervised vision encoder. Standard primitives.
dinov2_with_registers,dinov2_with_registers/modeling_dinov2_with_registers.py,Dinov2WithRegistersBackbone;Dinov2WithRegistersEncoder;Dinov2WithRegistersForImageClassification;Dinov2WithRegistersModel;Dinov2WithRegistersPreTrainedModel,vision,vision-encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU,,dinov2_with_registers/modeling_dinov2_with_registers.py:219;dinov2_with_registers/modeling_dinov2_with_registers.py:62;dinov2_with_registers/modeling_dinov2_with_registers.py:370,DINOv2 + register tokens. Same primitives as dinov2.
dinov3_convnext,dinov3_convnext/modeling_dinov3_convnext.py,DINOv3ConvNextBackbone;DINOv3ConvNextEncoder;DINOv3ConvNextModel;DINOv3ConvNextPreTrainedModel,vision,vision-encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU,"adaptive_avg_pool_2d (head pool, line 228; no L1 kernel; torch.nn fallback per kb-nano convention)",dinov3_convnext/modeling_dinov3_convnext.py:228;dinov3_convnext/modeling_dinov3_convnext.py:114;dinov3_convnext/modeling_dinov3_convnext.py:112,"DINOv3 ConvNeXt variant. Backbone composable; head pooler uses nn.AdaptiveAvgPool2d — partial. (kb-nano L4 dinov3.py is the ViT variant, not this one.)"
dinov3_vit,dinov3_vit/modeling_dinov3_vit.py,DINOv3ViTBackbone;DINOv3ViTEncoder;DINOv3ViTModel;DINOv3ViTPreTrainedModel,vision,vision-encoder,kb_nano_l4,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU;rotary_pos_emb_dinov3->tasks/baseline/L1/dinov3_rope.py:DINOv3RoPE,,dinov3_vit/modeling_dinov3_vit.py:288;dinov3_vit/modeling_dinov3_vit.py:314;dinov3_vit/modeling_dinov3_vit.py:71,DINOv3 ViT — kb-nano L4 dinov3.py + L1 dinov3_rope.py exist. modular_dinov3_vit.py exists.
distilbert,distilbert/modeling_distilbert.py,DistilBertForMaskedLM;DistilBertForMultipleChoice;DistilBertForQuestionAnswering;DistilBertForSequenceClassification;DistilBertForTokenClassification;DistilBertModel;DistilBertPreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;dropout->tasks/baseline/L1/dropout.py:Dropout;gelu->tasks/baseline/L1/gelu.py:GELU,,distilbert/modeling_distilbert.py:169;distilbert/modeling_distilbert.py:86;distilbert/modeling_distilbert.py:89,DistilBERT (smaller BERT). Same primitives as bert; composable.
dit,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — DiT (Document Image Transformer) reuses BEiT architecture.
doge,doge/modeling_doge.py,DogeForCausalLM;DogeForSequenceClassification;DogeModel;DogePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU,,doge/modeling_doge.py:184;doge/modeling_doge.py:255;doge/modeling_doge.py:325,Doge decoder. Registers a custom 'doge_flex_attention' impl (line 256) but ALL_ATTENTION_FUNCTIONS dispatcher (line 324) falls back to eager_attention_forward (line 184) when sdpa/flash selected — composable since eager+sdpa+flash all covered. (flex_attention itself is unsupported in kb-nano.)
donut,donut/modeling_donut_swin.py,DonutSwinForImageClassification;DonutSwinModel;DonutSwinPreTrainedModel,multimodal,vision-encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU;dropout->tasks/baseline/L1/dropout.py:Dropout,adaptive_avg_pool_1d (DonutSwinModel head pooler when add_pooling_layer=True; no L1 kernel),donut/modeling_donut_swin.py:824;donut/modeling_donut_swin.py:293;donut/modeling_donut_swin.py:252,"Donut document-VLM Swin encoder. Pooler uses nn.AdaptiveAvgPool1d (824) — partial. Otherwise SwinV1-style encoder, composable."
dots1,dots1/modeling_dots1.py,Dots1ForCausalLM;Dots1Model;Dots1PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;moe_grouped_gemm->tasks/baseline/L1/moe_grouped_gemm.py:MoeGroupedGemm,,dots1/modeling_dots1.py:221;dots1/modeling_dots1.py:523;dots1/modeling_dots1.py:253,Dots1 MoE decoder (Llama+MoE). modular_dots1.py exists.
dpr,dpr/modeling_dpr.py,DPREncoder;DPRPreTrainedModel;DPRPretrainedContextEncoder;DPRPretrainedQuestionEncoder;DPRPretrainedReader;DPRSpanPredictor,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention,,dpr/modeling_dpr.py:170,Dense Passage Retrieval (BERT-style dual encoders). Same primitives as bert; composable.
dpt,dpt/modeling_dpt.py,DPTForDepthEstimation;DPTForSemanticSegmentation;DPTModel;DPTPreTrainedModel,vision,other,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;gelu->tasks/baseline/L1/gelu.py:GELU;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,conv_transpose2d (DPT reassemble block upsampling; no L1 kernel; torch.nn fallback),dpt/modeling_dpt.py:576;dpt/modeling_dpt.py:318;dpt/modeling_dpt.py:125,DPT (Dense Prediction Transformer) for monocular depth. Reassemble layer uses nn.ConvTranspose2d (576) — partial. Otherwise composable.
