hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
granite_speech,granite_speech/modeling_granite_speech.py,GraniteSpeechForConditionalGeneration;GraniteSpeechPreTrainedModel,audio,hybrid,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;silu->tasks/baseline/L1/silu.py:SiLU;embedding->tasks/baseline/L1/embedding.py:Embedding;pad->tasks/baseline/L1/tensor_ops.py:Pad,batch_norm_1d (BatchNorm1d in audio projector; no L1 kernel for 1D),granite_speech/modeling_granite_speech.py:226;granite_speech/modeling_granite_speech.py:1;granite_speech/modeling_granite_speech.py:300,Granite Speech — audio encoder + Granite text decoder. nn.BatchNorm1d at line 226 in projector — partial via torch.nn fallback.
granite_speech_plus,granite_speech_plus/modeling_granite_speech_plus.py,GraniteSpeechPlusForConditionalGeneration;GraniteSpeechPlusPreTrainedModel,audio,hybrid,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;silu->tasks/baseline/L1/silu.py:SiLU;embedding->tasks/baseline/L1/embedding.py:Embedding;pad->tasks/baseline/L1/tensor_ops.py:Pad,batch_norm_1d (BatchNorm1d in audio projector; no L1 kernel for 1D),granite_speech_plus/modeling_granite_speech_plus.py:228;granite_speech_plus/modeling_granite_speech_plus.py:1;granite_speech_plus/modeling_granite_speech_plus.py:300,Granite Speech Plus — same structure as granite_speech with nn.BatchNorm1d (line 228) — partial.
granitemoe,granitemoe/modeling_granitemoe.py,GraniteMoeForCausalLM;GraniteMoeModel;GraniteMoePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,granitemoe/modeling_granitemoe.py:1;granitemoe/modeling_granitemoe.py:200;granitemoe/modeling_granitemoe.py:400,Granite MoE decoder; standard topk routing.
granitemoehybrid,granitemoehybrid/modeling_granitemoehybrid.py,GraniteMoeHybridForCausalLM;GraniteMoeHybridModel;GraniteMoeHybridPreTrainedModel,text,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;causal_conv1d->tasks/baseline/L2/mamba_mixer.py:MambaMixer (vLLM kernel);mamba_scan->tasks/baseline/L2/mamba2_mixer.py:Mamba2Mixer (vLLM mamba_chunk_scan_combined_varlen);silu->tasks/baseline/L1/silu.py:SiLU;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,granitemoehybrid/modeling_granitemoehybrid.py:325;granitemoehybrid/modeling_granitemoehybrid.py:335;granitemoehybrid/modeling_granitemoehybrid.py:1,Hybrid Mamba2 + attention MoE; uses vLLM mamba_chunk_scan_combined and causal_conv1d (covered by kb-nano L2 mamba2_mixer.py).
granitemoeshared,granitemoeshared/modeling_granitemoeshared.py,GraniteMoeSharedForCausalLM;GraniteMoeSharedModel;GraniteMoeSharedPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,granitemoeshared/modeling_granitemoeshared.py:1;granitemoeshared/modeling_granitemoeshared.py:200;granitemoeshared/modeling_granitemoeshared.py:400,Granite MoE with a shared expert; standard topk routing + one shared FFN.
grounding_dino,grounding_dino/modeling_grounding_dino.py,GroundingDinoForObjectDetection;GroundingDinoModel;GroundingDinoPreTrainedModel,detection,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;group_norm->tasks/baseline/L1/group_norm.py:GroupNorm;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;matmul->tasks/baseline/L1/linear.py:Matmul;deformable_attention->tasks/baseline/L1/rtdetrv2_deformable_attention.py:MultiScaleDeformableAttentionV2;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;relu->tasks/baseline/L1/relu.py:ReLU,,grounding_dino/modeling_grounding_dino.py:486;grounding_dino/modeling_grounding_dino.py:72;grounding_dino/modeling_grounding_dino.py:1121,"Grounding-DINO open-vocab detection. Multiscale deformable attention (line 486) uses F.grid_sample (line 72) — covered by kb-nano L1 rtdetrv2_deformable_attention.py with method=default (bit-equivalent to v1 per pilot). GroundingDinoMultiheadAttention is a custom impl (line 1121, not nn.MultiheadAttention)."
groupvit,groupvit/modeling_groupvit.py,GroupViTModel;GroupViTPreTrainedModel;GroupViTTextModel;GroupViTVisionModel,multimodal,vision-encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;relu->tasks/baseline/L1/relu.py:ReLU;matmul->tasks/baseline/L1/linear.py:Matmul;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,batch_norm_1d (text projection MLP uses BatchNorm1d; no L1 kernel for 1D),groupvit/modeling_groupvit.py:1133;groupvit/modeling_groupvit.py:1139;groupvit/modeling_groupvit.py:1,"GroupViT CLIP-style. Text projection MLP uses nn.BatchNorm1d (lines 1133, 1139) — partial. Vision tower + text encoder otherwise composable."
helium,helium/modeling_helium.py,HeliumForCausalLM;HeliumForSequenceClassification;HeliumForTokenClassification;HeliumModel;HeliumPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,helium/modeling_helium.py:1;helium/modeling_helium.py:100;helium/modeling_helium.py:300,Helium — Llama-style decoder. modular_helium.py exists.
herbert,,,,,not_inference_required,,,,Folder contains only tokenization files — Polish BERT tokenizer wrapper; uses BERT architecture.
hgnet_v2,hgnet_v2/modeling_hgnet_v2.py,HGNetV2Backbone;HGNetV2ForImageClassification;HGNetV2PreTrainedModel,vision,vision-encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;max_pool_2d->tasks/baseline/L1/max_pool2d.py:MaxPool2d;pad->tasks/baseline/L1/tensor_ops.py:Pad,adaptive_avg_pool_2d (classifier head pool; no L1 kernel),hgnet_v2/modeling_hgnet_v2.py:426;hgnet_v2/modeling_hgnet_v2.py:1;hgnet_v2/modeling_hgnet_v2.py:300,HGNet v2 (PaddleClas backbone). Uses nn.AdaptiveAvgPool2d (line 426) for the classifier head — partial per kb-nano convention.
hiera,hiera/modeling_hiera.py,HieraBackbone;HieraForImageClassification;HieraForPreTraining;HieraModel;HieraPreTrainedModel,vision,vision-encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;softmax->tasks/baseline/L1/softmax.py:Softmax,adaptive_avg_pool_1d (classifier pooler; no L1 kernel),hiera/modeling_hiera.py:806;hiera/modeling_hiera.py:1;hiera/modeling_hiera.py:300,Hiera hierarchical ViT (Meta). Pooler uses nn.AdaptiveAvgPool1d (line 806) — partial. Otherwise composable.
higgs_audio_v2,higgs_audio_v2/modeling_higgs_audio_v2.py,HiggsAudioV2ForCausalLM;HiggsAudioV2ForConditionalGeneration;HiggsAudioV2Model;HiggsAudioV2PreTrainedModel,audio,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,higgs_audio_v2/modeling_higgs_audio_v2.py:1;higgs_audio_v2/modeling_higgs_audio_v2.py:100;higgs_audio_v2/modeling_higgs_audio_v2.py:300,Higgs Audio v2 — Llama-style decoder for audio token generation; standard primitives.
higgs_audio_v2_tokenizer,higgs_audio_v2_tokenizer/modeling_higgs_audio_v2_tokenizer.py,HiggsAudioV2Tokenizer;HiggsAudioV2TokenizerPreTrainedModel,audio,encoder-decoder,partial,linear->tasks/baseline/L1/linear.py:Linear;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;embedding->tasks/baseline/L1/embedding.py:Embedding;pad->tasks/baseline/L1/tensor_ops.py:Pad,conv_transpose1d (DAC decoder upsampler; no L1 kernel),higgs_audio_v2_tokenizer/modeling_higgs_audio_v2_tokenizer.py:343;higgs_audio_v2_tokenizer/modeling_higgs_audio_v2_tokenizer.py:1;higgs_audio_v2_tokenizer/modeling_higgs_audio_v2_tokenizer.py:300,DAC-style audio codec for Higgs. Decoder uses nn.ConvTranspose1d (line 343) — partial via torch.nn fallback.
hubert,hubert/modeling_hubert.py,HubertForCTC;HubertForSequenceClassification;HubertModel;HubertPreTrainedModel,audio,encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;group_norm->tasks/baseline/L1/group_norm.py:GroupNorm;relu->tasks/baseline/L1/relu.py:ReLU;matmul->tasks/baseline/L1/linear.py:Matmul;softmax->tasks/baseline/L1/softmax.py:Softmax,batch_norm_1d (feature extractor BatchNorm1d; no L1 kernel for 1D),hubert/modeling_hubert.py:58;hubert/modeling_hubert.py:1;hubert/modeling_hubert.py:300,HuBERT audio encoder. Feature extractor uses nn.BatchNorm1d (line 58 inside HubertGroupNormConvLayer) — partial. CTC loss is training-only (log_softmax is torch builtin).
hunyuan_v1_dense,hunyuan_v1_dense/modeling_hunyuan_v1_dense.py,HunyuanV1DenseForCausalLM;HunyuanV1DenseModel;HunyuanV1DensePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,hunyuan_v1_dense/modeling_hunyuan_v1_dense.py:1;hunyuan_v1_dense/modeling_hunyuan_v1_dense.py:100;hunyuan_v1_dense/modeling_hunyuan_v1_dense.py:300,Hunyuan v1 dense — Llama-style decoder.
hunyuan_v1_moe,hunyuan_v1_moe/modeling_hunyuan_v1_moe.py,HunyuanV1MoEForCausalLM;HunyuanV1MoEModel;HunyuanV1MoEPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,hunyuan_v1_moe/modeling_hunyuan_v1_moe.py:1;hunyuan_v1_moe/modeling_hunyuan_v1_moe.py:100;hunyuan_v1_moe/modeling_hunyuan_v1_moe.py:400,Hunyuan v1 MoE — Llama-MoE-style.
hy_v3,hy_v3/modeling_hy_v3.py,HyV3ForCausalLM;HyV3Model;HyV3PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,hy_v3/modeling_hy_v3.py:1;hy_v3/modeling_hy_v3.py:100;hy_v3/modeling_hy_v3.py:400,Hunyuan v3 — Llama-MoE-style with sigmoid routing.
ibert,ibert/modeling_ibert.py,IBertForMaskedLM;IBertForMultipleChoice;IBertForQuestionAnswering;IBertForSequenceClassification;IBertForTokenClassification;IBertModel;IBertPreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh,,ibert/modeling_ibert.py:1;ibert/modeling_ibert.py:200;ibert/modeling_ibert.py:500,I-BERT integer-quantized BERT. Inference path uses standard ops (quantization wrappers add scale/zero-point ops on top of Linear/LayerNorm). Standard primitives covered.
idefics,idefics/modeling_idefics.py,IdeficsForVisionText2Text;IdeficsModel;IdeficsPreTrainedModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh,,idefics/modeling_idefics.py:1;idefics/modeling_idefics.py:200;idefics/modeling_idefics.py:500,Idefics VLM — Llama decoder + Flamingo-style cross-attention to vision. Standard primitives.
idefics2,idefics2/modeling_idefics2.py,Idefics2ForConditionalGeneration;Idefics2Model;Idefics2PreTrainedModel,multimodal,hybrid,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;matmul->tasks/baseline/L1/linear.py:Matmul,multihead_attention (nn.MultiheadAttention in Idefics2MultiheadAttentionPoolingHead; no L1 wrapper),idefics2/modeling_idefics2.py:313;idefics2/modeling_idefics2.py:306;idefics2/modeling_idefics2.py:1,Idefics2 VLM. Idefics2MultiheadAttentionPoolingHead (line 306) uses torch.nn.MultiheadAttention (line 313) — partial via torch.nn fallback. Vision tower + text decoder otherwise composable.
idefics3,idefics3/modeling_idefics3.py,Idefics3ForConditionalGeneration;Idefics3Model;Idefics3PreTrainedModel;Idefics3VisionTransformer,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;matmul->tasks/baseline/L1/linear.py:Matmul,,idefics3/modeling_idefics3.py:1;idefics3/modeling_idefics3.py:200;idefics3/modeling_idefics3.py:500,Idefics3 — VLM (no MultiheadAttention pooling head). Standard SigLIP-like vision tower + Llama text decoder. modular_idefics3.py exists.
ijepa,ijepa/modeling_ijepa.py,IJepaForImageClassification;IJepaModel;IJepaPreTrainedModel,vision,vision-encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;matmul->tasks/baseline/L1/linear.py:Matmul;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention,,ijepa/modeling_ijepa.py:1;ijepa/modeling_ijepa.py:100;ijepa/modeling_ijepa.py:300,I-JEPA ViT-style vision encoder; modular_ijepa.py exists. Standard ViT primitives.
imagegpt,imagegpt/modeling_imagegpt.py,ImageGPTForCausalImageModeling;ImageGPTForImageClassification;ImageGPTModel;ImageGPTPreTrainedModel,vision,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;matmul->tasks/baseline/L1/linear.py:Matmul,,imagegpt/modeling_imagegpt.py:1;imagegpt/modeling_imagegpt.py:200;imagegpt/modeling_imagegpt.py:500,Image GPT — pixel-level autoregressive transformer. GPT-2-style decoder; standard primitives.
informer,informer/modeling_informer.py,InformerForPrediction;InformerModel;InformerPreTrainedModel,other,encoder-decoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache;matmul->tasks/baseline/L1/linear.py:Matmul,batch_norm_1d (downsampling block; no L1);max_pool_1d (downsampling block; no L1),informer/modeling_informer.py:618;informer/modeling_informer.py:620;informer/modeling_informer.py:1,Informer time-series transformer. Down-sampling block uses nn.BatchNorm1d (line 618) and nn.MaxPool1d (line 620) — both partial via torch.nn fallback. ProbSparse attention is composed from standard ops.
instructblip,instructblip/modeling_instructblip.py,InstructBlipForConditionalGeneration;InstructBlipModel;InstructBlipPreTrainedModel;InstructBlipQFormerModel;InstructBlipVisionModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;matmul->tasks/baseline/L1/linear.py:Matmul,,instructblip/modeling_instructblip.py:1;instructblip/modeling_instructblip.py:200;instructblip/modeling_instructblip.py:500,InstructBLIP — ViT vision tower + Q-Former + LLM. Standard primitives.
instructblipvideo,instructblipvideo/modeling_instructblipvideo.py,InstructBlipVideoForConditionalGeneration;InstructBlipVideoModel;InstructBlipVideoPreTrainedModel;InstructBlipVideoQFormerModel;InstructBlipVideoVisionModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;matmul->tasks/baseline/L1/linear.py:Matmul,,instructblipvideo/modeling_instructblipvideo.py:1;instructblipvideo/modeling_instructblipvideo.py:200;instructblipvideo/modeling_instructblipvideo.py:500,InstructBLIP video extension; same primitives as instructblip with temporal embeddings.
internvl,internvl/modeling_internvl.py,InternVLForConditionalGeneration;InternVLModel;InternVLPreTrainedModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;matmul->tasks/baseline/L1/linear.py:Matmul,,internvl/modeling_internvl.py:1;internvl/modeling_internvl.py:100;internvl/modeling_internvl.py:300,InternVL — ViT-style vision tower + LLM text decoder. modular_internvl.py exists. Standard primitives.
