hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
upernet,upernet/modeling_upernet.py,UperNetForSemanticSegmentation;UperNetPreTrainedModel,vision,UperNet segmentation head,partial,relu->tasks/baseline/L1/relu.py:ReLU;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,adaptive_avg_pool_2d(no L1 adaptive_avg_pool_2d (torch.nn fallback)),modeling_upernet.py:43;modeling_upernet.py:66;modeling_upernet.py:51,Uses adaptive_avg_pool_2d in pyramid pooling module (no L1 kernel; torch.nn fallback).
uvdoc,uvdoc/modeling_uvdoc.py,UVDocBackbone;UVDocBridge;UVDocModel;UVDocPreTrainedModel,vision,document unwarping CNN,composable,conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d,,modeling_uvdoc.py:55;modeling_uvdoc.py:ACT2FN['__dynamic__'];modeling_uvdoc.py:65,Pure Conv2d + BatchNorm2d + cat; all primitives in L1.
vaultgemma,vaultgemma/modeling_vaultgemma.py,VaultGemmaForCausalLM;VaultGemmaModel;VaultGemmaPreTrainedModel,text,decoder-only LLM (Gemma variant),composable,linear->tasks/baseline/L1/linear.py:Linear;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;tanh->tasks/baseline/L1/tanh.py:Tanh;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_vaultgemma.py:72;modeling_vaultgemma.py:ACT2FN['__dynamic__'];modeling_vaultgemma.py:426,Gemma-style decoder with RoPE + RMSNorm + SDPA + KV cache.
vibevoice_acoustic_tokenizer,vibevoice_acoustic_tokenizer/modeling_vibevoice_acoustic_tokenizer.py,VibeVoiceAcousticTokenizerDecoderModel;VibeVoiceAcousticTokenizerEncoderModel;VibeVoiceAcousticTokenizerModel;VibeVoiceAcousticTokenizerPreTrainedModel,audio,audio tokenizer (RVQ-style),partial,linear->tasks/baseline/L1/linear.py:Linear;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;pad->tasks/baseline/L1/tensor_ops.py:Pad,conv_transpose1d(no L1 conv_transpose1d (torch.nn fallback)),modeling_vibevoice_acoustic_tokenizer.py:112;modeling_vibevoice_acoustic_tokenizer.py:195;modeling_vibevoice_acoustic_tokenizer.py:ACT2FN['__dynamic__'],Uses conv_transpose1d in upsampling decoder (no L1 kernel; torch fallback).
vibevoice_asr,vibevoice_asr/modeling_vibevoice_asr.py,VibeVoiceAsrForConditionalGeneration;VibeVoiceAsrPreTrainedModel,audio,ASR encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;pad->tasks/baseline/L1/tensor_ops.py:Pad,,modeling_vibevoice_asr.py:61;modeling_vibevoice_asr.py:172;modeling_vibevoice_asr.py:ACT2FN['__dynamic__'],Conv1d frontend + transformer encoder; standard primitives.
video_llama_3,video_llama_3/modeling_video_llama_3.py,VideoLlama3ForConditionalGeneration;VideoLlama3Model;VideoLlama3PreTrainedModel;VideoLlama3VisionModel,multimodal,video LLaMA v3 (vision encoder portion),composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;gelu->tasks/baseline/L1/gelu.py:GELU;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,,modeling_video_llama_3.py:115;modeling_video_llama_3.py:292;modeling_video_llama_3.py:95,Vision frame encoder with Conv2d patch embed + RoPE + LayerNorm + SDPA; outputs to LLM (Llama).
video_llava,video_llava/modeling_video_llava.py,VideoLlavaForConditionalGeneration;VideoLlavaModel;VideoLlavaPreTrainedModel,multimodal,wrapper (VideoLLaVA composer),composable,linear->tasks/baseline/L1/linear.py:Linear,,modeling_video_llava.py:107;modeling_video_llava.py:ACT2FN['__dynamic__'];modeling_video_llava.py:213,Trivial wrapper that delegates to AutoModel; only Linear projection layer is its own.
videomae,videomae/modeling_videomae.py,VideoMAEForPreTraining;VideoMAEForVideoClassification;VideoMAEModel;VideoMAEPreTrainedModel,vision,video masked autoencoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;conv3d->tasks/baseline/L1/conv3d.py:Conv3d;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_videomae.py:225;modeling_videomae.py:336;modeling_videomae.py:157,Conv3d patch embed + ViT-style encoder; standard primitives.
videomt,videomt/modeling_videomt.py,VideomtForUniversalSegmentation;VideomtPreTrainedModel,vision,video motion tracking (with deformable + grid_sample),partial,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;silu->tasks/baseline/L1/silu.py:SiLU;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;conv2d->tasks/baseline/L1/conv2d.py:Conv2d,conv_transpose2d(no L1 conv_transpose2d (torch.nn fallback));grid_sample(no L1 grid_sample; torch.nn.functional fallback - composed inside L1 deformable_attention only),modeling_videomt.py:138;modeling_videomt.py:303;modeling_videomt.py:71,Uses standalone grid_sample + conv_transpose2d (no L1 kernels; torch.nn.functional fallback).
vilt,vilt/modeling_vilt.py,ViltForImageAndTextRetrieval;ViltForImagesAndTextClassification;ViltForMaskedLM;ViltForQuestionAnswering;ViltForTokenClassification;ViltModel;ViltPreTrainedModel,multimodal,ViLT (vision-language transformer),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;gelu->tasks/baseline/L1/gelu.py:GELU;tanh->tasks/baseline/L1/tanh.py:Tanh;conv2d->tasks/baseline/L1/conv2d.py:Conv2d,,modeling_vilt.py:319;modeling_vilt.py:230;modeling_vilt.py:293,ViT-like joint encoder over text+image patches; standard primitives. binary_cross_entropy is training-only.
vipllava,vipllava/modeling_vipllava.py,VipLlavaForConditionalGeneration;VipLlavaModel;VipLlavaPreTrainedModel,multimodal,wrapper (VipLLaVA composer),composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm,,modeling_vipllava.py:97;modeling_vipllava.py:93;modeling_vipllava.py:ACT2FN['__dynamic__'],Trivial wrapper around LLaVA-style multimodal; only LayerNorm + Linear of its own.
vision_encoder_decoder,vision_encoder_decoder/modeling_vision_encoder_decoder.py,VisionEncoderDecoderModel,multimodal,wrapper (vision encoder + text decoder composer),composable,linear->tasks/baseline/L1/linear.py:Linear,,modeling_vision_encoder_decoder.py:137,Trivial wrapper that composes any vision encoder + any text decoder. Coverage depends on components.
vision_text_dual_encoder,vision_text_dual_encoder/modeling_vision_text_dual_encoder.py,VisionTextDualEncoderModel,multimodal,wrapper (CLIP-like dual encoder composer),composable,linear->tasks/baseline/L1/linear.py:Linear;matmul->tasks/baseline/L1/linear.py:Matmul,,modeling_vision_text_dual_encoder.py:99;modeling_vision_text_dual_encoder.py:34;modeling_vision_text_dual_encoder.py:272,Trivial wrapper composing vision + text encoders with projection heads. cross_entropy is training-only.
visual_bert,visual_bert/modeling_visual_bert.py,VisualBertForMultipleChoice;VisualBertForPreTraining;VisualBertForQuestionAnswering;VisualBertForRegionToPhraseAlignment;VisualBertForVisualReasoning;VisualBertModel;VisualBertPreTrainedModel,multimodal,BERT with visual embeddings,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_visual_bert.py:71;modeling_visual_bert.py:50;modeling_visual_bert.py:ACT2FN['__dynamic__'],BERT encoder with visual feature embeddings concatenated; standard primitives.
vit_mae,vit_mae/modeling_vit_mae.py,ViTMAEForPreTraining;ViTMAEModel;ViTMAEPreTrainedModel,vision,masked autoencoder ViT,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_vit_mae.py:378;modeling_vit_mae.py:492;modeling_vit_mae.py:314,ViT encoder + lightweight decoder for image reconstruction; standard primitives + sinusoidal pos.
vit_msn,vit_msn/modeling_vit_msn.py,ViTMSNForImageClassification;ViTMSNModel;ViTMSNPreTrainedModel,vision,MSN-pretrained ViT,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_vit_msn.py:213;modeling_vit_msn.py:327;modeling_vit_msn.py:147,Standard ViT encoder.
vitdet,vitdet/modeling_vitdet.py,VitDetBackbone;VitDetModel;VitDetPreTrainedModel,vision,ViT detector backbone,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;dropout->tasks/baseline/L1/dropout.py:Dropout;pad->tasks/baseline/L1/tensor_ops.py:Pad,,modeling_vitdet.py:222;modeling_vitdet.py:454;modeling_vitdet.py:62,ViT with windowed attention + relative position bias; standard primitives.
vitmatte,vitmatte/modeling_vitmatte.py,VitMatteForImageMatting;VitMattePreTrainedModel,vision,ViT for image matting,composable,relu->tasks/baseline/L1/relu.py:ReLU;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,,modeling_vitmatte.py:79;modeling_vitmatte.py:87;modeling_vitmatte.py:163,Conv2d + BatchNorm2d + interpolate + sigmoid head; all primitives in L1.
vitpose,vitpose/modeling_vitpose.py,VitPoseForPoseEstimation;VitPosePreTrainedModel,vision,ViT pose estimation head,partial,relu->tasks/baseline/L1/relu.py:ReLU;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,conv_transpose2d(no L1 conv_transpose2d (torch.nn fallback)),modeling_vitpose.py:131;modeling_vitpose.py:159;modeling_vitpose.py:163,Uses conv_transpose2d in deconvolution head (no L1 kernel; torch fallback).
vitpose_backbone,vitpose_backbone/modeling_vitpose_backbone.py,VitPoseBackbone;VitPoseBackboneEncoder;VitPoseBackbonePreTrainedModel,vision,ViT pose backbone (encoder only),composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_vitpose_backbone.py:146;modeling_vitpose_backbone.py:293;modeling_vitpose_backbone.py:61,Standard ViT encoder; pose head is separate.
vits,vits/modeling_vits.py,VitsModel;VitsPreTrainedModel,audio,VITS TTS (text-to-speech),partial,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;batch_matmul->tasks/baseline/L1/bmm.py:BatchMatMul;gelu->tasks/baseline/L1/gelu.py:GELU;relu->tasks/baseline/L1/relu.py:ReLU,conv_transpose1d(no L1 conv_transpose1d (torch.nn fallback));leaky_relu(no L1 leaky_relu (torch fallback)),modeling_vits.py:863;modeling_vits.py:815;modeling_vits.py:390,HiFi-GAN-style decoder uses conv_transpose1d + leaky_relu (no L1 kernels). Posterior encoder/flow are composable.
vivit,vivit/modeling_vivit.py,VivitForVideoClassification;VivitModel;VivitPreTrainedModel,vision,video ViT (tubelet embedding),composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh;conv3d->tasks/baseline/L1/conv3d.py:Conv3d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_vivit.py:206;modeling_vivit.py:320;modeling_vivit.py:59,Conv3d tubelet embed + ViT encoder; standard primitives.
vjepa2,vjepa2/modeling_vjepa2.py,VJEPA2ForVideoClassification;VJEPA2Model;VJEPA2PreTrainedModel,vision,V-JEPA-2 video predictor,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;conv3d->tasks/baseline/L1/conv3d.py:Conv3d;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_vjepa2.py:227;modeling_vjepa2.py:396;modeling_vjepa2.py:99,Conv3d patch embed + ViT-style encoder + predictor; standard primitives.
voxtral,voxtral/modeling_voxtral.py,VoxtralEncoder;VoxtralForConditionalGeneration;VoxtralPreTrainedModel,audio+text,Voxtral audio encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;gelu->tasks/baseline/L1/gelu.py:GELU;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;dropout->tasks/baseline/L1/dropout.py:Dropout,avg_pool_1d(no L1 avg_pool_1d (torch.nn fallback)),modeling_voxtral.py:109;modeling_voxtral.py:170;modeling_voxtral.py:265,Conv1d frontend + transformer; uses avg_pool_1d (no L1 kernel; torch fallback).
voxtral_realtime,voxtral_realtime/modeling_voxtral_realtime.py,VoxtralRealtimeEncoder;VoxtralRealtimeForConditionalGeneration;VoxtralRealtimePreTrainedModel;VoxtralRealtimeTextForCausalLM;VoxtralRealtimeTextModel;VoxtralRealtimeTextPreTrainedModel,audio+text,Voxtral realtime decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;gelu->tasks/baseline/L1/gelu.py:GELU;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_voxtral_realtime.py:337;modeling_voxtral_realtime.py:ACT2FN['__dynamic__'];modeling_voxtral_realtime.py:563,Decoder-only with RoPE + RMSNorm + KV cache; standard primitives.
wav2vec2,wav2vec2/modeling_wav2vec2.py,Wav2Vec2ForAudioFrameClassification;Wav2Vec2ForCTC;Wav2Vec2ForPreTraining;Wav2Vec2ForSequenceClassification;Wav2Vec2ForXVector;Wav2Vec2Model;Wav2Vec2PreTrainedModel,audio,wav2vec2 audio encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;group_norm->tasks/baseline/L1/group_norm.py:GroupNorm;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_wav2vec2.py:426;modeling_wav2vec2.py:288;modeling_wav2vec2.py:260,Conv1d frontend + transformer; CTC loss training-only. All inference primitives in L1.
wav2vec2_bert,wav2vec2_bert/modeling_wav2vec2_bert.py,Wav2Vec2BertForAudioFrameClassification;Wav2Vec2BertForCTC;Wav2Vec2BertForSequenceClassification;Wav2Vec2BertForXVector;Wav2Vec2BertModel;Wav2Vec2BertPreTrainedModel,audio,Wav2Vec2-BERT (Conformer-based),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_wav2vec2_bert.py:122;modeling_wav2vec2_bert.py:121;modeling_wav2vec2_bert.py:164,Conv1d + Conformer (depthwise Conv1d + attention); all primitives in L1.
wav2vec2_conformer,wav2vec2_conformer/modeling_wav2vec2_conformer.py,Wav2Vec2ConformerForAudioFrameClassification;Wav2Vec2ConformerForCTC;Wav2Vec2ConformerForPreTraining;Wav2Vec2ConformerForSequenceClassification;Wav2Vec2ConformerForXVector;Wav2Vec2ConformerModel;Wav2Vec2ConformerPreTrainedModel,audio,Wav2Vec2-Conformer,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;group_norm->tasks/baseline/L1/group_norm.py:GroupNorm;dropout->tasks/baseline/L1/dropout.py:Dropout,batch_norm_1d(no L1 batch_norm_1d (torch.nn fallback)),modeling_wav2vec2_conformer.py:325;modeling_wav2vec2_conformer.py:242;modeling_wav2vec2_conformer.py:83,Conformer block uses batch_norm_1d (no L1 kernel; torch fallback).
wav2vec2_phoneme,,,audio,tokenizer-only,not_inference_required,,,,No PyTorch modeling file (tokenizer wrapper).
wav2vec2_with_lm,,,audio,tokenizer-only,not_inference_required,,,,"No PyTorch modeling file (LM-decoded inference helper, tokenizer/processor only)."
wavlm,wavlm/modeling_wavlm.py,WavLMForAudioFrameClassification;WavLMForCTC;WavLMForSequenceClassification;WavLMForXVector;WavLMModel;WavLMPreTrainedModel,audio,WavLM audio encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;conv1d->tasks/baseline/L1/conv1d.py:Conv1d,,modeling_wavlm.py:97;modeling_wavlm.py:96;modeling_wavlm.py:51,wav2vec2-like with relative-position attention; CTC loss training-only. All inference primitives in L1.
x_clip,x_clip/modeling_x_clip.py,XCLIPModel;XCLIPPreTrainedModel;XCLIPTextModel;XCLIPVisionModel,multimodal,X-CLIP (CLIP for video),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_x_clip.py:243;modeling_x_clip.py:308;modeling_x_clip.py:96,CLIP-style vision+text encoders + temporal aggregator; standard primitives. cross_entropy training-only.
xcodec,xcodec/modeling_xcodec.py,XcodecModel,audio,audio codec (RVQ + decoder),partial,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;pad->tasks/baseline/L1/tensor_ops.py:Pad,conv_transpose1d(no L1 conv_transpose1d (torch.nn fallback));elu(no L1 elu (torch fallback)),modeling_xcodec.py:451;modeling_xcodec.py:75;modeling_xcodec.py:525,Decoder uses conv_transpose1d + elu (no L1 kernels; torch fallback).
xglm,xglm/modeling_xglm.py,XGLMForCausalLM;XGLMModel;XGLMPreTrainedModel,text,multilingual GPT-style decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;batch_matmul->tasks/baseline/L1/bmm.py:BatchMatMul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_xglm.py:132;modeling_xglm.py:274;modeling_xglm.py:ACT2FN['__dynamic__'],Decoder-only with sinusoidal positions + EncoderDecoderCache for cross-attn variant; standard primitives.
xlm,xlm/modeling_xlm.py,XLMForMultipleChoice;XLMForQuestionAnswering;XLMForQuestionAnsweringSimple;XLMForSequenceClassification;XLMForTokenClassification;XLMModel;XLMPreTrainedModel;XLMWithLMHeadModel,text,cross-lingual encoder (XLM),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;tanh->tasks/baseline/L1/tanh.py:Tanh;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,modeling_xlm.py:125;modeling_xlm.py:164;modeling_xlm.py:61,BERT-like encoder with sinusoidal pos; standard primitives. cross_entropy training-only.
xlm_roberta,xlm_roberta/modeling_xlm_roberta.py,XLMRobertaForCausalLM;XLMRobertaForMaskedLM;XLMRobertaForMultipleChoice;XLMRobertaForQuestionAnswering;XLMRobertaForSequenceClassification;XLMRobertaForTokenClassification;XLMRobertaModel;XLMRobertaPreTrainedModel,text,XLM-RoBERTa encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;tanh->tasks/baseline/L1/tanh.py:Tanh;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,modeling_xlm_roberta.py:205;modeling_xlm_roberta.py:64;modeling_xlm_roberta.py:ACT2FN['__dynamic__'],Roberta-equivalent; standard encoder primitives.
xlm_roberta_xl,xlm_roberta_xl/modeling_xlm_roberta_xl.py,XLMRobertaXLForCausalLM;XLMRobertaXLForMaskedLM;XLMRobertaXLForMultipleChoice;XLMRobertaXLForQuestionAnswering;XLMRobertaXLForSequenceClassification;XLMRobertaXLForTokenClassification;XLMRobertaXLModel;XLMRobertaXLPreTrainedModel,text,XLM-RoBERTa XL,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;tanh->tasks/baseline/L1/tanh.py:Tanh;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,modeling_xlm_roberta_xl.py:207;modeling_xlm_roberta_xl.py:356;modeling_xlm_roberta_xl.py:ACT2FN['__dynamic__'],Larger XLM-RoBERTa; same primitives.
xlnet,xlnet/modeling_xlnet.py,XLNetForMultipleChoice;XLNetForQuestionAnswering;XLNetForQuestionAnsweringSimple;XLNetForSequenceClassification;XLNetForTokenClassification;XLNetLMHeadModel;XLNetModel;XLNetPreTrainedModel,text,XLNet (permutation LM),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;tanh->tasks/baseline/L1/tanh.py:Tanh;dropout->tasks/baseline/L1/dropout.py:Dropout;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,modeling_xlnet.py:289;modeling_xlnet.py:64;modeling_xlnet.py:ACT2FN['__dynamic__'],Custom relative attention with two-stream attention via einsum + softmax + matmul (passthrough/L1). All ops in kb-nano L1.
xlstm,xlstm/modeling_xlstm.py,xLSTMForCausalLM;xLSTMModel;xLSTMPreTrainedModel,text,xLSTM (mLSTM/sLSTM recurrent),unsupported,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU;tanh->tasks/baseline/L1/tanh.py:Tanh;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;log_sigmoid->tasks/baseline/L1/log_sigmoid.py:LogSigmoid,mlstm_chunkwise_kernel(no kb-nano L1);mlstm_recurrent_sequence(no kb-nano L1);mlstm_recurrent_step(no kb-nano L1),modeling_xlstm.py:1523;modeling_xlstm.py:231;modeling_xlstm.py:442,xLSTM uses custom mLSTM chunkwise/sequence/step kernels (modeling_xlstm.py:735-848). kb-nano FLA family covers RWKV7/GLA/Retention/RWKV7 only — no mLSTM kernel.
